t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,e1_deg,fault
16.1741,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.167,0
16.1755,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.219,0
16.1768,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.179,0
16.1781,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.172,0
16.1794,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.219,0
16.1807,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.207,0
16.1819,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.206,0
16.1832,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.183,0
16.1845,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.194,0
16.1857,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.235,0
16.187,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.197,0
16.1883,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.196,0
16.1895,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.185,0
16.1906,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.174,0
16.192,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.183,0
16.1932,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.204,0
16.1944,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.199,0
16.1956,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.196,0
16.1969,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.204,0
16.1982,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.166,0
16.1995,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.204,0
16.2007,-0.231,3.5600282899395097e-06,-1.266,0.2876,203.181,0
16.2019,-0.225,0.00014772085705772042,-1.229,0.2884,203.224,0
16.2032,-0.225,0.00023280945606529713,-1.207,0.2884,203.21,0
16.2044,-0.225,0.00020256935385987163,-1.215,0.2884,203.173,0
16.2057,-0.225,0.00015090407396201044,-1.228,0.2884,203.178,0
16.207,-0.225,0.00010125887638423592,-1.241,0.2884,203.204,0
16.2082,-0.225,6.483608012786135e-05,-1.251,0.2884,203.193,0
16.2095,-0.225,0.00024376693181693554,-1.204,0.2884,203.19,0
16.2107,-0.225,0.00024805200519040227,-1.203,0.2884,203.204,0
16.212,-0.225,0.00019491752027533948,-1.217,0.2884,203.165,0
16.2133,-0.225,0.00013449846301227808,-1.233,0.2884,203.194,0
16.2145,-0.225,8.791400614427403e-05,-1.245,0.2884,203.2,0
16.2158,-0.225,0.00022399451700039208,-1.209,0.2884,203.178,0
16.2171,-0.225,0.0004876466409768909,-1.141,0.2884,203.207,0
16.2183,-0.225,0.0004451634595170617,-1.152,0.2884,203.164,0
16.2196,-0.225,0.0003296512004453689,-1.182,0.2884,203.168,0
16.2208,-0.225,0.0002295037847943604,-1.208,0.2884,203.202,0
16.2222,-0.225,0.00014765962259843946,-1.229,0.2884,203.166,0
16.2234,-0.225,9.189293632516637e-05,-1.244,0.2884,203.23,0
16.2247,-0.225,5.5959855671972036e-05,-1.253,0.2884,203.181,0
16.226,-0.225,6.495843263110146e-05,-1.251,0.2884,203.205,0
16.2272,-0.225,0.00023617621627636254,-1.206,0.2884,203.212,0
16.2285,-0.225,0.00022987110423855484,-1.208,0.2884,203.173,0
16.2297,-0.225,0.0001781446044333279,-1.221,0.2884,203.204,0
16.2309,-0.225,0.00035456562181934714,-1.176,0.2884,203.194,0
16.2322,-0.225,0.0005377814522944391,-1.128,0.2884,203.207,0
16.2335,-0.225,0.00045532514923252165,-1.149,0.2884,203.192,0
16.2347,-0.225,0.0006300322711467743,-1.104,0.2884,203.192,0
16.236,-0.225,0.000677779724355787,-1.092,0.2884,203.158,0
16.2372,-0.225,0.0005331904394552112,-1.129,0.2884,203.192,0
16.2384,-0.225,0.0004885648377239704,-1.141,0.2884,203.197,0
16.2397,-0.225,0.0006936343852430582,-1.088,0.2884,203.178,0
16.241,-0.225,0.0007759682484902442,-1.066,0.2884,203.205,0
16.2423,-0.22,0.0007112643215805292,-1.084,0.2892,203.181,0
16.2435,-0.22,0.0009329843451268971,-1.027,0.2892,203.208,0
16.2447,-0.22,0.0012205103412270546,-0.953,0.2892,203.222,0
16.2459,-0.22,0.0014356800820678473,-0.898,0.2892,203.166,0
16.2472,-0.22,0.001560864271596074,-0.866,0.2892,203.157,0
16.2485,-0.22,0.0015364396385848522,-0.872,0.2892,203.197,0
16.2498,-0.22,0.001506321714259684,-0.879,0.2892,203.173,0
16.2512,-0.214,0.0017712591215968132,-0.814,0.2899,203.189,0
16.2524,-0.214,0.002276709536090493,-0.685,0.2899,203.153,0
16.2537,-0.214,0.0024557015858590603,-0.64,0.2899,203.186,0
16.255,-0.214,0.002630102215334773,-0.597,0.2899,203.181,0
16.2562,-0.209,0.0028615554329007864,-0.541,0.2907,203.177,0
16.2575,-0.209,0.0033124026376754045,-0.43,0.2907,203.174,0
16.2588,-0.209,0.0037131758872419596,-0.333,0.2907,203.173,0
16.2601,-0.203,0.004146026447415352,-0.232,0.2914,203.129,0
16.2613,-0.203,0.004540984984487295,-0.139,0.2914,203.168,0
16.2626,-0.198,0.005321412347257137,0.037,0.2922,203.142,0
16.2638,-0.192,0.006285178009420633,0.245,0.293,203.138,0
16.2652,-0.192,0.0073458473198115826,0.465,0.293,203.173,0
16.2666,-0.181,0.00854363664984703,0.686,0.2945,203.149,0
16.2679,-0.176,0.009843594394624233,0.909,0.2953,203.14,0
16.2693,-0.17,0.011642513796687126,1.181,0.296,203.104,0
16.2705,-0.159,0.013496160507202148,1.409,0.2975,203.141,0
16.2718,-0.154,0.01555915828794241,1.621,0.2983,203.128,0
16.2731,-0.143,0.017718326300382614,1.787,0.2998,203.08,0
16.2743,-0.126,0.0210201907902956,1.959,0.3021,203.107,0
16.2756,-0.115,0.02430937997996807,2.068,0.3036,203.047,0
16.2769,-0.093,0.02885335683822632,2.126,0.3067,203.062,0
16.2783,-0.071,0.03388570249080658,2.131,0.3098,203.014,0
16.2796,-0.049,0.03861271217465401,2.099,0.3128,203.005,0
