t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,e1_deg,fault
0.1163,0.005,0.0003711280005518347,-0.254,0.2877,0.0,0
0.1175,0.005,0.00024373999622184783,-0.397,0.2877,0.0,0
0.1187,0.005,0.00015644769882783294,-0.536,0.2877,0.0,0
0.1198,0.005,9.86609302344732e-05,-0.673,0.2877,0.0,0
0.1211,0.005,6.162597856018692e-05,-0.814,0.2877,0.0,0
0.1227,0.005,3.371203274582513e-05,-1.004,0.2877,0.0,0
0.124,0.005,1.895926470751874e-05,-1.144,0.2877,0.0,0
0.1252,0.005,1.1429845471866429e-05,-1.284,0.2877,0.0,0
0.1264,0.005,7.022380486887414e-06,-1.428,0.2877,0.0,0
0.1277,0.005,3.655566160887247e-06,-1.565,0.2877,0.0,0
0.1289,0.005,1.3294037444211426e-06,-1.697,0.2877,0.0,0
0.1301,0.005,-2.0096619834930607e-07,-1.826,0.2877,0.0,0
0.1313,0.005,-1.5476919088541763e-06,-1.958,0.2877,0.0,0
0.1326,0.005,-2.343484538869234e-06,-2.083,0.2877,0.0,0
0.1338,0.005,-3.0780606721236836e-06,-2.193,0.2877,0.0,0
0.1351,0.005,-3.5677778669196414e-06,-2.302,0.2877,0.0,0
0.1364,0.005,-3.490975359454751e-05,-2.413,0.2877,0.0,0
0.1376,0.005,-0.0003676733758766204,-2.584,0.2877,0.0,0
0.1388,0.005,-0.0004497623594943434,-2.678,0.2877,0.0,0
0.1401,0.005,-0.000376610696548596,-2.726,0.2877,0.0,0
0.1414,0.005,-0.0002679544559214264,-2.754,0.2877,0.0,0
0.1427,0.005,-0.00038683362072333694,-2.826,0.2877,0.0,0
0.144,0.005,-0.0005480734398588538,-2.895,0.2877,0.0,0
0.1453,0.005,-0.0005421355599537492,-2.907,0.2877,0.0,0
0.1465,0.005,-0.0005594593239948153,-2.911,0.2877,0.0,0
0.1477,0.005,-0.00044529372826218605,-2.868,0.2877,0.0,0
0.149,0.005,-0.0003092132101301104,-2.806,0.2877,0.0,0
0.1502,0.005,-0.00020184245659038424,-2.739,0.2877,0.0,0
0.1514,0.005,-0.00013652628695126623,-2.67,0.2877,0.0,0
0.1526,0.005,-8.412641909671947e-05,-2.597,0.2877,0.0,0
0.1539,0.005,-5.3029310947749764e-05,-2.511,0.2877,0.0,0
0.1551,0.005,-3.282842590124346e-05,-2.425,0.2877,0.0,0
0.1564,0.005,-1.9238739696447738e-05,-2.32,0.2877,0.0,0
0.1576,0.005,-0.00022112514125183225,-2.269,0.2877,0.0,0
0.1589,0.005,-0.00022743029694538563,-2.158,0.2877,0.0,0
0.1601,0.005,-0.00017956033116206527,-2.028,0.2877,0.0,0
0.1614,0.005,-0.00012403853179421276,-1.878,0.2877,0.0,0
0.1627,0.005,-8.100453851511702e-05,-1.728,0.2877,0.0,0
0.1639,0.005,-5.266208609100431e-05,-1.591,0.2877,0.0,0
0.1652,0.005,-3.319577808724716e-05,-1.444,0.2877,0.0,0
0.1664,0.005,-1.9606095520430245e-05,-1.299,0.2877,0.0,0
0.1677,0.005,-1.1709387763403356e-05,-1.157,0.2877,0.0,0
0.1689,0.005,-6.873419351904886e-06,-1.017,0.2877,0.0,0
0.1701,0.005,-3.7514644191105617e-06,-0.888,0.2877,0.0,0
0.1714,0.005,-1.3640872111864155e-06,-0.739,0.2877,0.0,0
0.1729,0.005,4.111419116270554e-07,-0.586,0.2877,0.0,0
0.1743,0.005,0.00017456723435316235,-0.402,0.2877,0.0,0
0.1755,0.005,0.0002307012036908418,-0.278,0.2877,0.0,0
0.1768,0.005,0.00036635316791944206,-0.133,0.2877,0.0,0
0.1781,0.005,0.0003664755786303431,-0.032,0.2877,0.0,0
0.1794,0.005,0.00027918326668441296,0.037,0.2877,0.0,0
0.1809,0.005,0.0003823914157692343,0.153,0.2877,0.0,0
0.1823,0.005,0.0006015404360368848,0.274,0.2877,0.0,0
0.1835,0.005,0.0006838130648247898,0.343,0.2877,0.0,0
0.1847,0.005,0.0007504147943109274,0.394,0.2877,0.0,0
0.1859,0.005,0.0007187668234109879,0.409,0.2877,0.0,0
0.1871,0.005,0.0007853073184378445,0.437,0.2877,0.0,0
0.1884,0.005,0.0008732729475013912,0.457,0.2877,0.0,0
0.1898,0.005,0.0008052020566537976,0.42,0.2877,0.0,0
0.191,0.011,0.0011036853538826108,0.466,0.2885,0.0,0
0.1922,0.011,0.0012753315968438983,0.468,0.2885,0.0,0
0.1935,0.011,0.0015504307812079787,0.48,0.2885,0.0,0
0.1948,0.011,0.0015722843818366528,0.419,0.2885,0.0,0
0.196,0.011,0.001632091123610735,0.357,0.2885,0.0,0
0.1972,0.011,0.0014401217922568321,0.22,0.2885,0.0,0
0.1987,0.011,0.001244785264134407,0.055,0.2885,0.0,0
0.2,0.011,0.0011317828902974725,-0.089,0.2885,0.0,0
0.2013,0.016,0.001258130301721394,-0.181,0.2892,0.0,0
0.2025,0.016,0.0012131985276937485,-0.319,0.2892,0.0,0
0.2038,0.016,0.0009420169517397881,-0.524,0.2892,0.0,0
0.205,0.016,0.0006702845566906035,-0.722,0.2892,0.0,0
0.2064,0.016,0.00045223746565170586,-0.936,0.2892,0.0,0
0.2077,0.016,0.00026461409288458526,-1.126,0.2892,0.0,0
0.2089,0.016,0.0001684456510702148,-1.289,0.2892,0.0,0
0.2101,0.016,0.0001059453425114043,-1.436,0.2892,0.0,0
0.2114,0.016,6.603329529752955e-05,-1.592,0.2892,0.0,0
0.2128,0.016,3.603803997975774e-05,-1.759,0.2892,0.0,0
0.214,0.016,2.1897421902394854e-05,-1.887,0.2892,0.0,0
0.2153,0.016,1.2898847671749536e-05,-2.022,0.2892,0.0,0
0.2166,0.016,7.511946023441851e-06,-2.141,0.2892,0.0,0
0.2178,0.016,4.022702341899276e-06,-2.252,0.2892,0.0,0
0.219,0.016,1.57411022883025e-06,-2.349,0.2892,0.0,0
0.2203,0.016,-0.00017270441458094865,-2.492,0.2892,0.0,0
0.2216,0.011,-0.00043182660010643303,-2.64,0.2885,0.0,0
0.2228,0.011,-0.00041205427260138094,-2.706,0.2885,0.0,0
0.2241,0.011,-0.0003172938013449311,-2.74,0.2885,0.0,0
0.2254,0.011,-0.00021659545018337667,-2.765,0.2885,0.0,0
0.2267,0.011,-0.00038107961881905794,-2.841,0.2885,0.0,0
0.228,0.011,-0.0005282399943098426,-2.899,0.2885,0.0,0
0.2293,0.011,-0.00043935602298006415,-2.882,0.2885,0.0,0
0.2305,0.011,-0.00032194601953960955,-2.844,0.2885,0.0,0
0.232,0.011,-0.00021353462943807244,-2.79,0.2885,0.0,0
0.2333,0.011,-0.00012611987767741084,-2.729,0.2885,0.0,0
0.2346,0.011,-8.094335498753935e-05,-2.666,0.2885,0.0,0
0.2358,0.011,-4.898923361906782e-05,-2.595,0.2885,0.0,0
0.2371,0.011,-2.9094422643538564e-05,-2.516,0.2885,0.0,0
0.2384,0.011,-1.679024899203796e-05,-2.422,0.2885,0.0,0
0.2397,0.011,-9.9954077086295e-06,-2.323,0.2885,0.0,0
0.2409,0.011,-5.710373443434946e-06,-2.215,0.2885,0.0,0
0.2422,0.011,-2.649632961038151e-06,-2.101,0.2885,0.0,0
0.2435,0.011,-6.907592933202977e-07,-1.972,0.2885,0.0,0
0.2447,0.011,9.008253982756287e-07,-1.851,0.2885,0.0,0
0.2459,0.011,1.8802624026648118e-06,-1.724,0.2885,0.0,0
0.2471,0.011,2.6148397864744766e-06,-1.589,0.2885,0.0,0
0.2484,0.011,3.349415692355251e-06,-1.445,0.2885,0.0,0
0.2496,0.011,3.5942744034400675e-06,-1.311,0.2885,0.0,0
0.2508,0.011,3.5942744034400675e-06,-1.179,0.2885,0.0,0
0.252,0.011,3.5942744034400675e-06,-1.046,0.2885,0.0,0
0.2532,0.011,3.5942744034400675e-06,-0.903,0.2885,0.0,0
0.2545,0.011,3.5942744034400675e-06,-0.77,0.2885,0.0,0
0.2558,0.011,3.5942744034400675e-06,-0.632,0.2885,0.0,0
0.2571,0.011,3.5942744034400675e-06,-0.502,0.2885,0.0,0
0.2584,0.011,3.5942744034400675e-06,-0.377,0.2885,0.0,0
0.2596,0.011,0.00020621524890884757,-0.223,0.2885,0.0,0
0.2608,0.011,0.00022837502183392644,-0.115,0.2885,0.0,0
0.262,0.011,0.00018583075143396854,-0.041,0.2885,0.0,0
0.2633,0.011,0.00013441032206173986,0.029,0.2885,0.0,0
0.2645,0.011,0.00019844099006149918,0.115,0.2885,0.0,0
0.2657,0.016,0.0006031319499015808,0.278,0.2892,0.0,0
0.267,0.016,0.0010107612470164895,0.431,0.2892,0.0,0
0.2683,0.016,0.00099472317378968,0.462,0.2892,0.0,0
0.2695,0.016,0.0008958001271821558,0.456,0.2892,0.0,0
0.2707,0.016,0.0009305701241828501,0.472,0.2892,0.0,0
0.2719,0.016,0.0010054971789941192,0.487,0.2892,0.0,0
0.2732,0.016,0.0013557070633396506,0.559,0.2892,0.0,0
0.2744,0.016,0.001771600334905088,0.634,0.2892,0.0,0
0.2756,0.022,0.0022725211456418037,0.716,0.29,0.0,0
0.2768,0.022,0.002433148678392172,0.703,0.29,0.0,0
0.2781,0.022,0.002494057407602668,0.652,0.29,0.0,0
0.2793,0.022,0.0026270165108144283,0.61,0.29,0.0,0
0.2805,0.027,0.0030180567409843206,0.62,0.2908,0.0,0
0.2818,0.027,0.0032396535389125347,0.564,0.2908,0.0,0
0.2831,0.027,0.0036207763478159904,0.551,0.2908,0.0,0
0.2843,0.033,0.0037891778629273176,0.472,0.2915,0.0,0
0.2856,0.033,0.0038726134225726128,0.368,0.2915,0.0,0
0.2868,0.033,0.0038872440345585346,0.248,0.2915,0.0,0
0.288,0.038,0.0038713894318789244,0.109,0.2923,0.0,0
0.2893,0.038,0.0039488873444497585,-0.013,0.2923,0.0,0
0.2906,0.038,0.003672318998724222,-0.224,0.2923,0.0,0
0.2919,0.044,0.003367162775248289,-0.45,0.2931,0.0,0
0.2931,0.044,0.003164664376527071,-0.639,0.2931,0.0,0
0.2944,0.044,0.0028097410686314106,-0.869,0.2931,0.0,0
0.2956,0.044,0.0020881411619484425,-1.183,0.2931,0.0,0
0.2969,0.044,0.001616848399862647,-1.435,0.2931,0.0,0
0.2982,0.044,0.0011680215829983354,-1.684,0.2931,0.0,0
0.2996,0.044,0.000777838344220072,-1.913,0.2931,0.0,0
0.3009,0.044,0.00047739612637087703,-2.11,0.2931,0.0,0
0.3022,0.044,0.00029479237855412066,-2.264,0.2931,0.0,0
0.3035,0.044,3.469070725259371e-05,-2.429,0.2931,0.0,0
0.3048,0.044,-0.000122447672765702,-2.555,0.2931,0.0,0
0.3061,0.044,-0.00033608730882406235,-2.688,0.2931,0.0,0
0.3075,0.044,-0.0004304192843846977,-2.774,0.2931,0.0,0
0.3087,0.044,-0.00047033128794282675,-2.831,0.2931,0.0,0
0.31,0.044,-0.0006091665127314627,-2.9,0.2931,0.0,0
0.3114,0.038,-0.0006956019205972552,-2.943,0.2923,0.0,0
0.3126,0.038,-0.0007456756429746747,-2.961,0.2923,0.0,0
0.3143,0.038,-0.0007161700632423162,-2.94,0.2923,0.0,0
0.3157,0.038,-0.0006090442766435444,-2.884,0.2923,0.0,0
0.317,0.038,-0.0006192671717144549,-2.845,0.2923,0.0,0
0.3182,0.038,-0.0005150182987563312,-2.764,0.2923,0.0,0
0.3195,0.038,-0.0003659603535197675,-2.659,0.2923,0.0,0
0.3208,0.038,-0.00024989712983369827,-2.553,0.2923,0.0,0
0.322,0.038,-0.00015856466779951006,-2.443,0.2923,0.0,0
0.3233,0.038,-0.00010194098285865039,-2.326,0.2923,0.0,0
0.3246,0.038,-5.951913044555113e-05,-2.201,0.2923,0.0,0
0.3259,0.038,-3.699208173202351e-05,-2.079,0.2923,0.0,0
0.3272,0.038,-2.181081254093442e-05,-1.948,0.2923,0.0,0
0.3286,0.038,-1.2261306437721942e-05,-1.802,0.2923,0.0,0
0.3298,0.038,-6.874404334666906e-06,-1.663,0.2923,0.0,0
0.3311,0.038,-3.752449401872582e-06,-1.525,0.2923,0.0,0
0.3324,0.038,-1.1814277058874723e-06,-1.377,0.2923,0.0,0
0.3336,0.038,4.10157042551873e-07,-1.236,0.2923,0.0,0
0.3348,0.038,1.6344531559298048e-06,-1.102,0.2923,0.0,0
0.336,0.038,0.00016171114111784846,-0.93,0.2923,0.0,0
0.3374,0.038,0.0002322305808775127,-0.754,0.2923,0.0,0
0.3387,0.038,0.0004098758799955249,-0.574,0.2923,0.0,0
0.3401,0.038,0.0003566802479326725,-0.45,0.2923,0.0,0
0.3414,0.038,0.00046656085760332644,-0.295,0.2923,0.0,0
0.3426,0.044,0.0004915364552289248,-0.182,0.2931,0.0,0
0.3438,0.044,0.0006705285632051528,-0.034,0.2931,0.0,0
0.345,0.044,0.0008529486367478967,0.106,0.2931,0.0,0
0.3462,0.044,0.0007108077988959849,0.148,0.2931,0.0,0
0.3476,0.044,0.0008312785648740828,0.264,0.2931,0.0,0
0.3489,0.044,0.0012070147786289454,0.421,0.2931,0.0,0
0.3502,0.044,0.0016514339949935675,0.583,0.2931,0.0,0
0.3515,0.044,0.0018404038855805993,0.666,0.2931,0.0,0
0.3527,0.049,0.001781331840902567,0.671,0.2938,0.0,0
0.3539,0.049,0.0017777811735868454,0.679,0.2938,0.0,0
0.3551,0.049,0.0020674497354775667,0.749,0.2938,0.0,0
0.3564,0.049,0.0026211380027234554,0.867,0.2938,0.0,0
0.3576,0.055,0.003150646109133959,0.966,0.2946,0.0,0
0.3588,0.055,0.0034490071702748537,0.997,0.2946,0.0,0
0.36,0.055,0.0041246963664889336,1.106,0.2946,0.0,0
0.3613,0.06,0.0045617083087563515,1.139,0.2953,0.0,0
0.3625,0.066,0.005461688619107008,1.259,0.2961,0.0,0
0.3637,0.066,0.0062178135849535465,1.339,0.2961,0.0,0
0.3649,0.071,0.00670159375295043,1.343,0.2969,0.0,0
0.3662,0.077,0.007353898137807846,1.362,0.2976,0.0,0
0.3675,0.077,0.008161871694028378,1.397,0.2976,0.0,0
0.3688,0.082,0.00884123332798481,1.388,0.2984,0.0,0
0.37,0.088,0.009709381498396397,1.401,0.2992,0.0,0
0.3713,0.093,0.010555004701018333,1.391,0.2999,0.0,0
0.3726,0.099,0.011074289679527283,1.321,0.3007,0.0,0
0.3739,0.11,0.011711716651916504,1.254,0.3022,0.0,0
0.3752,0.115,0.012851842679083347,1.25,0.303,0.0,0
0.3765,0.121,0.013697769492864609,1.195,0.3037,0.0,0
0.3778,0.132,0.014525090344250202,1.128,0.3053,0.0,0
0.3791,0.137,0.015173479914665222,1.048,0.306,0.0,0
0.3806,0.148,0.01587359420955181,0.934,0.3076,0.0,0
0.3823,0.159,0.016601314768195152,0.814,0.3091,0.0,0
0.3836,0.165,0.01708937995135784,0.721,0.3098,0.0,0
0.3848,0.176,0.017458992078900337,0.628,0.3114,0.0,0
0.386,0.181,0.017549404874444008,0.528,0.3121,0.0,0
0.3872,0.192,0.017571257427334785,0.427,0.3137,0.0,0
0.3885,0.198,0.017308585345745087,0.317,0.3144,0.0,0
0.3897,0.203,0.01715616136789322,0.232,0.3152,0.0,0
0.3909,0.214,0.01677173376083374,0.134,0.3167,0.0,0
0.3922,0.22,0.016161911189556122,0.033,0.3175,0.0,0
0.3934,0.225,0.015220915898680687,-0.088,0.3182,0.0,0
0.3947,0.231,0.014085929840803146,-0.224,0.319,0.0,0
0.3959,0.236,0.012991654686629772,-0.354,0.3198,0.0,0
0.3972,0.236,0.011373257264494896,-0.546,0.3198,0.0,0
0.3985,0.242,0.009816932491958141,-0.749,0.3205,0.0,0
0.3998,0.242,0.008091104216873646,-0.991,0.3205,0.0,0
0.401,0.242,0.006383455824106932,-1.254,0.3205,0.0,0
0.4022,0.242,0.004816418047994375,-1.508,0.3205,0.0,0
0.4035,0.242,0.003449920332059264,-1.72,0.3205,0.0,0
0.4048,0.242,0.002181488322094083,-1.914,0.3205,0.0,0
0.4061,0.242,0.0014226693892851472,-1.992,0.3205,0.0,0
0.4074,0.242,0.0007909328560344875,-2.023,0.3205,0.0,0
0.4086,0.242,0.0003040915762539953,-2.027,0.3205,0.0,0
0.4099,0.242,-7.476678729290143e-05,-1.99,0.3205,0.0,0
0.4111,0.242,-0.00027089897776022553,-1.914,0.3205,0.0,0
0.4124,0.242,-0.0003965729847550392,-1.8,0.3205,0.0,0
0.4137,0.242,-0.000340255384799093,-1.646,0.3205,0.0,0
0.416,0.242,-0.0002449440071359277,-1.371,0.3205,0.0,0
0.4199,0.242,-6.558464519912377e-05,-0.887,0.3205,0.0,0
0.423,0.242,-2.3836160835344344e-05,-0.555,0.3205,0.0,0
0.4464,0.242,-7.0020914790802635e-06,-0.065,0.3205,0.0,0
0.4535,0.242,4.873558737017447e-06,-0.708,0.3205,0.0,0
0.458,0.242,0.0007164955604821444,-1.036,0.3205,0.0,0
0.4594,0.242,0.0008249683305621147,-1.172,0.3205,0.0,0
0.4607,0.242,0.0006700337398797274,-1.353,0.3205,0.0,0
0.4664,0.242,0.0004715141258202493,-1.985,0.3205,0.0,0
0.468,0.242,5.770214556832798e-05,-2.226,0.3205,0.0,0
0.4695,0.242,-0.00018966685456689447,-2.402,0.3205,0.0,0
0.4708,0.242,-0.00019364579929970205,-2.497,0.3205,0.0,0
0.472,0.242,-0.00039100227877497673,-2.616,0.3205,0.0,0
0.4736,0.242,-0.000743415963370353,-2.78,0.3205,0.0,0
0.4749,0.242,-0.0009335490758530796,-2.876,0.3205,0.0,0
0.4761,0.242,-0.0010142913088202477,-2.93,0.3205,0.0,0
0.4774,0.242,-0.0011067257728427649,-2.978,0.3205,0.0,0
0.4787,0.242,-0.0009694209438748658,-2.959,0.3205,0.0,0
0.4799,0.242,-0.0011808568378910422,-3.006,0.3205,0.0,0
0.4812,0.236,-0.0011660427553579211,-2.99,0.3198,0.0,0
0.4825,0.236,-0.000890759751200676,-2.898,0.3198,0.0,0
0.4837,0.236,-0.0006099062156863511,-2.793,0.3198,0.0,0
0.485,0.236,-0.0005529152695089579,-2.726,0.3198,0.0,0
0.4863,0.236,-0.0004858238098677248,-2.641,0.3198,0.0,0
0.4875,0.236,-0.00035347737139090896,-2.535,0.3198,0.0,0
0.4888,0.236,-0.0002443926059640944,-2.42,0.3198,0.0,0
0.4901,0.236,-0.00015599842299707234,-2.296,0.3198,0.0,0
0.4913,0.236,-9.668128041084856e-05,-2.177,0.3198,0.0,0
0.4925,0.236,-6.117670272942632e-05,-2.061,0.3198,0.0,0
0.4936,0.236,-3.9812741306377575e-05,-1.943,0.3198,0.0,0
0.4949,0.236,-2.4631473934277892e-05,-1.811,0.3198,0.0,0
0.4961,0.236,-1.3918885997554753e-05,-1.682,0.3198,0.0,0
0.4974,0.236,-8.409553629462607e-06,-1.533,0.3198,0.0,0
0.4987,0.236,-4.6142367864376865e-06,-1.389,0.3198,0.0,0
0.4999,0.236,-1.859570829765289e-06,-1.254,0.3198,0.0,0
0.501,0.236,-2.679859960608155e-07,-1.123,0.3198,0.0,0
0.5023,0.236,1.2011691978841554e-06,-0.987,0.3198,0.0,0
0.5035,0.236,2.1193914108152967e-06,-0.85,0.3198,0.0,0
0.5047,0.236,2.7927535484195687e-06,-0.725,0.3198,0.0,0
0.5059,0.242,0.00028199341613799334,-0.532,0.3205,0.0,0
0.5071,0.242,0.0005812725285068154,-0.34,0.3205,0.0,0
0.5084,0.242,0.0006251635495573282,-0.21,0.3205,0.0,0
0.5096,0.242,0.0007068241247907281,-0.081,0.3205,0.0,0
0.5109,0.242,0.0008419252117164433,0.049,0.3205,0.0,0
0.5121,0.242,0.0009057722636498511,0.154,0.3205,0.0,0
0.5135,0.242,0.0010319971479475498,0.273,0.3205,0.0,0
0.5148,0.242,0.0010979254730045795,0.356,0.3205,0.0,0
0.5159,0.242,0.001495270524173975,0.499,0.3205,0.0,0
0.5171,0.247,0.0018924933392554522,0.631,0.3213,0.0,0
0.5184,0.247,0.0024087789934128523,0.78,0.3213,0.0,0
0.5196,0.247,0.003007949562743306,0.931,0.3213,0.0,0
0.5209,0.253,0.003550680121406913,1.054,0.3221,0.0,0
0.5222,0.253,0.004236715380102396,1.192,0.3221,0.0,0
0.5237,0.258,0.005066175479441881,1.335,0.3228,0.0,0
0.5249,0.264,0.005771431140601635,1.436,0.3236,0.0,0
0.5261,0.264,0.006558224558830261,1.537,0.3236,0.0,0
0.5274,0.269,0.0074905878864228725,1.642,0.3243,0.0,0
0.5286,0.275,0.008715618401765823,1.773,0.3251,0.0,0
0.5298,0.28,0.009768635034561157,1.852,0.3259,0.0,0
0.5312,0.286,0.011088977567851543,1.931,0.3266,0.0,0
0.5325,0.297,0.013000532984733582,2.042,0.3282,0.0,0
0.5337,0.302,0.014833489432930946,2.112,0.3289,0.0,0
0.5348,0.313,0.016522526741027832,2.127,0.3304,0.0,0
0.536,0.324,0.01832224242389202,2.116,0.332,0.0,0
0.5372,0.335,0.020327577367424965,2.084,0.3335,0.0,0
0.5384,0.346,0.0226646326482296,2.028,0.335,0.0,0
0.5397,0.363,0.025131773203611374,1.931,0.3373,0.0,0
0.541,0.379,0.02777496725320816,1.812,0.3396,0.0,0
0.5423,0.396,0.029865141957998276,1.666,0.3419,0.0,0
0.5436,0.412,0.03161802887916565,1.511,0.3442,0.0,0
0.5449,0.428,0.0325661264359951,1.355,0.3465,0.0,0
0.5461,0.445,0.03428497537970543,1.21,0.3488,0.0,0
