t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,e1_deg,fault
0.1266,0.0,7.054675279505318e-07,-1.037,0.2098,203.791,0
0.1278,0.0,-2.91101240890157e-08,-1.181,0.2098,203.811,0
0.1291,0.0,-7.024729598015256e-07,-1.315,0.2098,203.78,0
0.1303,0.0,-7.024729598015256e-07,-1.449,0.2098,203.782,0
0.1316,0.0,-7.024729598015256e-07,-1.582,0.2098,203.789,0
0.1329,0.0,-7.024729598015256e-07,-1.702,0.2098,203.785,0
0.1341,0.0,-8.524010627297685e-05,-1.843,0.2098,203.785,0
0.1355,0.0,-0.0004385107022244483,-2.069,0.2098,203.742,0
0.1368,0.0,-0.00042522704461589456,-2.161,0.2098,203.802,0
0.138,0.0,-0.00047842273488640785,-2.261,0.2098,203.764,0
0.1394,0.0,-0.0006689844303764403,-2.398,0.2098,203.8,0
0.1406,0.0,-0.0005675515276379883,-2.426,0.2098,203.709,0
0.1419,0.0,-0.0004070462891831994,-2.426,0.2098,203.782,0
0.1432,0.0,-0.0002701700141187757,-2.418,0.2098,203.76,0
0.1446,0.0,-0.00017173662490677088,-2.41,0.2098,203.797,0
0.1459,0.0,-0.00026184480520896614,-2.445,0.2098,203.771,0
0.1472,0.0,-0.0002944110310636461,-2.447,0.2098,203.765,0
0.1485,0.0,-0.00023509391758125275,-2.407,0.2098,203.785,0
0.1498,0.0,-0.0002711494453251362,-2.382,0.2098,203.796,0
0.1511,0.0,-0.0003356698725838214,-2.352,0.2098,203.776,0
0.1523,0.0,-0.00027200652402825654,-2.272,0.2098,203.749,0
0.1536,0.0,-0.00019138665811624378,-2.171,0.2098,203.822,0
0.1549,-0.005,-0.00034111799323000014,-2.128,0.209,203.75,0
0.1561,-0.005,-0.0003029811487067491,-2.023,0.209,203.768,0
0.1574,-0.005,-0.00022793181415181607,-1.894,0.209,203.809,0
0.1587,-0.005,-0.00015355581126641482,-1.751,0.209,203.766,0
0.1599,-0.005,-9.846249304246157e-05,-1.614,0.209,203.802,0
0.1613,-0.005,-6.136632873676717e-05,-1.469,0.209,203.759,0
0.1626,-0.005,-3.737012593774125e-05,-1.324,0.209,203.804,0
0.1639,-0.005,-2.2494932636618614e-05,-1.176,0.209,203.757,0
0.1651,-0.005,-1.3435143955575768e-05,-1.037,0.209,203.775,0
0.1663,-0.005,-8.23188565846067e-06,-0.9,0.209,203.734,0
0.1676,-0.005,-5.10993049829267e-06,-0.754,0.209,203.787,0
0.1688,-0.005,-3.0898424938641256e-06,-0.612,0.209,203.767,0
0.1701,-0.005,-1.620686930436932e-06,-0.475,0.209,203.742,0
0.1714,0.0,0.00021489600476343185,-0.27,0.2098,203.783,0
0.1727,0.0,0.0002174058317905292,-0.134,0.2098,203.751,0
0.174,0.0,0.00019757222617045045,-0.012,0.2098,203.745,0
0.1753,0.0,0.0003340200346428901,0.156,0.2098,203.773,0
0.1767,0.0,0.00028841503080911934,0.255,0.2098,203.783,0
0.1779,0.0,0.00031522713834419847,0.361,0.2098,203.744,0
0.1792,0.0,0.0003668924327939749,0.469,0.2098,203.794,0
0.1805,0.0,0.0004949537105858326,0.59,0.2098,203.748,0
0.1817,0.0,0.000427188933826983,0.633,0.2098,203.777,0
0.1831,0.0,0.00031736958771944046,0.654,0.2098,203.754,0
0.1844,0.0,0.00021226379612926394,0.663,0.2098,203.758,0
0.1857,0.0,0.0001305420300923288,0.665,0.2098,203.775,0
0.187,0.0,8.07743999757804e-05,0.662,0.2098,203.768,0
0.1883,0.0,0.00011034114140784368,0.67,0.2098,203.766,0
0.1896,0.0,0.0002543182927183807,0.698,0.2098,203.76,0
0.1909,0.0,0.0002251801051897928,0.66,0.2098,203.767,0
0.1922,0.0,0.00016880124167073518,0.599,0.2098,203.754,0
0.1935,0.0,0.00011352427100064233,0.522,0.2098,203.74,0
0.1949,0.0,7.018419273663312e-05,0.433,0.2098,203.768,0
0.1962,0.0,4.2025385482702404e-05,0.338,0.2098,203.789,0
0.1976,0.0,2.5436178475501947e-05,0.235,0.2098,203.79,0
0.1988,0.0,1.5213309779937845e-05,0.132,0.2098,203.752,0
0.2,0.0,9.397903340868652e-06,0.018,0.2098,203.752,0
0.2013,0.0,5.541371592698852e-06,-0.103,0.2098,203.776,0
0.2026,0.0,3.5212831335229566e-06,-0.231,0.2098,203.763,0
0.2039,0.0,1.929698100866517e-06,-0.367,0.2098,203.758,0
0.2052,0.0,8.278313998744125e-07,-0.509,0.2098,203.781,0
0.2067,0.0,3.203889775704738e-08,-0.68,0.2098,203.774,0
0.208,0.0,-7.025387276371475e-07,-0.83,0.2098,203.761,0
0.2094,0.0,-7.025387276371475e-07,-0.982,0.2098,203.759,0
0.2106,0.0,-7.025387276371475e-07,-1.119,0.2098,203.76,0
0.2118,0.0,-7.025387276371475e-07,-1.252,0.2098,203.735,0
0.2131,0.0,-7.025387276371475e-07,-1.394,0.2098,203.785,0
0.2144,0.0,-7.025387276371475e-07,-1.526,0.2098,203.748,0
0.2156,0.0,-0.00012741716636810452,-1.685,0.2098,203.81,0
0.2169,0.0,-0.0002290337288286537,-1.836,0.2098,203.778,0
0.2181,0.0,-0.00020467025751713663,-1.937,0.2098,203.759,0
0.2195,0.0,-0.00014988302427809685,-2.031,0.2098,203.778,0
0.2207,0.0,-0.0001600446703378111,-2.12,0.2098,203.758,0
0.222,0.0,-0.0002865756687242538,-2.24,0.2098,203.782,0
0.2234,0.0,-0.0002560294815339148,-2.302,0.2098,203.762,0
0.2246,0.0,-0.00018746893329080194,-2.333,0.2098,203.783,0
0.2259,0.0,-0.00041996274376288056,-2.449,0.2098,203.741,0
0.2272,0.0,-0.0005275783478282392,-2.511,0.2098,203.779,0
0.2284,0.0,-0.00043863325845450163,-2.498,0.2098,203.757,0
0.2297,-0.005,-0.0005139274871908128,-2.516,0.209,203.795,0
0.2309,-0.005,-0.0004378375015221536,-2.481,0.209,203.778,0
0.2321,-0.005,-0.00032373311114497483,-2.42,0.209,203.758,0
0.2334,-0.005,-0.0002158726565539837,-2.347,0.209,203.773,0
0.2347,-0.005,-0.0002443987177684903,-2.304,0.209,203.745,0
0.2359,-0.005,-0.0003149181429762393,-2.264,0.209,203.797,0
0.2371,-0.005,-0.00026759912725538015,-2.177,0.209,203.786,0
0.2385,-0.005,-0.0001918151683639735,-2.058,0.209,203.771,0
0.2397,-0.005,-0.00012711113959085196,-1.946,0.209,203.78,0
0.2409,-0.005,-8.352620352525264e-05,-1.829,0.209,203.743,0
0.2422,-0.005,-5.1755716413026676e-05,-1.705,0.209,203.753,0
0.2436,-0.005,-3.277913492638618e-05,-1.56,0.209,203.789,0
0.2448,-0.005,-1.8944589101010934e-05,-1.43,0.209,203.758,0
0.246,-0.005,-1.1782459296227898e-05,-1.299,0.209,203.756,0
0.2473,-0.005,-6.76284662404214e-06,-1.162,0.209,203.773,0
0.2485,-0.005,-4.253039151080884e-06,-1.021,0.209,203.798,0
0.2498,-0.005,-2.66145434579812e-06,-0.876,0.209,203.78,0
0.2511,-0.005,-1.192298896057764e-06,-0.729,0.209,203.759,0
0.2524,-0.005,-3.3529153142808354e-07,-0.584,0.209,203.797,0
0.2536,-0.005,3.9928599449012836e-07,-0.453,0.209,203.755,0
0.2548,-0.005,7.05360037045466e-07,-0.324,0.209,203.761,0
0.2561,-0.005,7.05360037045466e-07,-0.192,0.209,203.769,0
0.2573,-0.005,7.05360037045466e-07,-0.07,0.209,203.81,0
0.2585,-0.005,7.05360037045466e-07,0.045,0.209,203.771,0
0.2598,-0.005,6.014492828398943e-05,0.173,0.209,203.746,0
0.261,-0.005,0.000224506642553024,0.322,0.209,203.783,0
0.2623,0.0,0.00039970336365513504,0.463,0.2098,203.755,0
0.2636,0.0,0.0004967287532053888,0.578,0.2098,203.778,0
0.2648,0.0,0.0005228063091635704,0.652,0.2098,203.745,0
0.2661,0.0,0.00047420180635526776,0.691,0.2098,203.761,0
0.2673,0.0,0.0005166848422959447,0.749,0.2098,203.781,0
0.2686,0.0,0.0004085183027200401,0.745,0.2098,203.748,0
0.2698,0.0,0.0004939128994010389,0.789,0.2098,203.771,0
0.2711,0.0,0.0005746553069911897,0.818,0.2098,203.765,0
0.2725,0.0,0.0005256222211755812,0.791,0.2098,203.784,0
0.2737,0.0,0.0003880112781189382,0.725,0.2098,203.759,0
0.2749,0.0,0.00026986675220541656,0.652,0.2098,203.775,0
0.2761,0.0,0.0001795749121811241,0.577,0.2098,203.8,0
0.2773,0.0,0.00011627880303421989,0.498,0.2098,203.745,0
0.2785,0.0,7.404059579130262e-05,0.414,0.2098,203.772,0
0.2798,0.0,4.4841137423645705e-05,0.324,0.2098,203.757,0
0.281,0.0,2.7884638257091865e-05,0.23,0.2098,203.74,0
0.2822,0.0,1.7110834960476495e-05,0.127,0.2098,203.8,0
0.2835,0.0,1.0438422577863093e-05,0.007,0.2098,203.764,0
0.2847,0.0,5.9085277825943194e-06,-0.111,0.2098,203.738,0
0.286,0.0,3.643580612333608e-06,-0.24,0.2098,203.787,0
0.2873,0.0,2.0519955796771683e-06,-0.373,0.2098,203.772,0
0.2886,0.0,8.88914030383603e-07,-0.521,0.2098,203.782,0
0.2899,0.0,9.31215566879473e-08,-0.658,0.2098,203.735,0
0.291,0.0,-6.414560402845382e-07,-0.793,0.2098,203.768,0
0.2923,0.0,-7.026708885859989e-07,-0.937,0.2098,203.75,0
0.2936,0.0,-7.026708885859989e-07,-1.083,0.2098,203.771,0
0.2949,0.0,-7.026708885859989e-07,-1.22,0.2098,203.803,0
0.2961,0.0,-7.026708885859989e-07,-1.351,0.2098,203.76,0
0.2973,0.0,-0.0001949984289240092,-1.545,0.2098,203.777,0
0.2986,0.0,-0.00022793201787862927,-1.68,0.2098,203.762,0
0.2998,0.0,-0.00018844848091248423,-1.785,0.2098,203.758,0
0.301,0.0,-0.00013347758795134723,-1.878,0.2098,203.746,0
0.3023,0.0,-0.0001724713947623968,-1.997,0.2098,203.814,0
0.3036,0.0,-0.00028137254412285984,-2.125,0.2098,203.789,0
0.3048,0.0,-0.00025186699349433184,-2.197,0.2098,203.767,0
0.306,0.0,-0.00032312102848663926,-2.29,0.2098,203.786,0
0.3073,0.0,-0.000570122676435858,-2.429,0.2098,203.784,0
0.3086,-0.005,-0.0007174669299274683,-2.516,0.209,203.758,0
0.3099,-0.005,-0.0006048929062671959,-2.517,0.209,203.784,0
0.3112,-0.005,-0.0004195345100015402,-2.481,0.209,203.779,0
0.3125,-0.005,-0.00027653673896566033,-2.443,0.209,203.807,0
0.3139,-0.005,-0.0003904574259649962,-2.471,0.209,203.764,0
0.3152,-0.005,-0.0004852179263252765,-2.477,0.209,203.789,0
0.3166,-0.005,-0.0004535086627583951,-2.428,0.209,203.769,0
0.318,-0.005,-0.0003359762777108699,-2.336,0.209,203.775,0
0.3192,-0.005,-0.00021930091315880418,-2.238,0.209,203.777,0
0.3205,-0.005,-0.0001452309952583164,-2.135,0.209,203.795,0
0.3221,-0.005,-8.071058982750401e-05,-2.009,0.209,203.752,0
0.3233,-0.005,-4.894010635325685e-05,-1.902,0.209,203.762,0
0.3246,-0.005,-3.063688563997857e-05,-1.787,0.209,203.778,0
0.3259,-0.005,-1.821028308768291e-05,-1.663,0.209,203.793,0
0.3271,-0.005,-1.0742079211922828e-05,-1.536,0.209,203.77,0
0.3285,-0.005,-6.212184416654054e-06,-1.388,0.209,203.791,0
0.3298,-0.005,-3.702377625813824e-06,-1.249,0.209,203.774,0
0.331,-0.005,-2.1107925931573845e-06,-1.114,0.209,203.772,0
0.3323,-0.005,-8.864962524057773e-07,-0.973,0.209,203.746,0
0.3335,-0.005,-1.5191855595730885e-07,-0.831,0.209,203.766,0
0.3348,-0.005,5.826590268043219e-07,-0.69,0.209,203.808,0
0.3361,-0.005,7.050886665638245e-07,-0.549,0.209,203.785,0
0.3373,-0.005,7.050886665638245e-07,-0.412,0.209,203.781,0
0.3386,-0.005,7.050886665638245e-07,-0.278,0.209,203.782,0
0.3398,-0.005,7.050886665638245e-07,-0.149,0.209,203.754,0
0.3411,-0.005,7.050886665638245e-07,-0.029,0.209,203.75,0
0.3423,-0.005,7.050886665638245e-07,0.088,0.209,203.741,0
0.3436,-0.005,7.050886665638245e-07,0.197,0.209,203.794,0
0.3449,-0.005,0.00038323632907122374,0.413,0.209,203.789,0
0.3461,-0.005,0.0004498381167650223,0.52,0.209,203.768,0
0.3475,-0.005,0.00035917895729653537,0.573,0.209,203.805,0
0.3488,-0.005,0.00028223200934007764,0.61,0.209,203.762,0
0.35,0.0,0.00038531774771399796,0.686,0.2098,203.782,0
0.3513,0.0,0.00032526603899896145,0.706,0.2098,203.752,0
0.3526,0.0,0.0004424311628099531,0.766,0.2098,203.762,0
0.3538,0.0,0.00038280794979073107,0.758,0.2098,203.771,0
0.355,0.0,0.00027678394690155983,0.722,0.2098,203.778,0
0.3563,0.0,0.00019071591668762267,0.678,0.2098,203.779,0
0.3576,0.0,0.00012160441838204861,0.627,0.2098,203.746,0
0.3588,0.0,0.00027256010798737407,0.631,0.2098,203.786,0
0.3601,0.0,0.00027311104349792004,0.577,0.2098,203.752,0
0.3613,0.0,0.00021342659601941705,0.492,0.2098,203.778,0
0.3626,0.0,0.00014676369028165936,0.389,0.2098,203.771,0
0.3639,0.0,9.52208210946992e-05,0.283,0.2098,203.75,0
0.3651,0.0,6.173632573336363e-05,0.174,0.2098,203.795,0
0.3665,0.0,3.774012657231651e-05,0.045,0.2098,203.747,0
0.3678,0.0,2.262007365061436e-05,-0.076,0.2098,203.802,0
0.369,0.0,1.3560285879066214e-05,-0.206,0.2098,203.772,0
0.3704,0.0,7.80609389039455e-06,-0.346,0.2098,203.782,0
0.3717,0.0,4.561709829431493e-06,-0.489,0.2098,203.77,0
0.373,0.0,2.7252660856902367e-06,-0.635,0.2098,203.796,0
0.3744,0.0,1.1336809393469593e-06,-0.791,0.2098,203.764,0
0.3756,0.0,3.3788833775361127e-07,-0.935,0.2098,203.788,0
0.3769,0.0,-3.9668918816460064e-07,-1.076,0.2098,203.773,0
0.3782,0.0,-7.027632591416477e-07,-1.22,0.2098,203.751,0
0.3795,0.0,-7.027632591416477e-07,-1.36,0.2098,203.817,0
0.3808,0.0,-7.027632591416477e-07,-1.495,0.2098,203.748,0
0.3823,0.0,-7.027632591416477e-07,-1.644,0.2098,203.736,0
0.3836,0.0,-7.027632591416477e-07,-1.766,0.2098,203.77,0
0.3848,0.0,-0.0001601673138793558,-1.926,0.2098,203.771,0
0.3861,0.0,-0.00023044190311338753,-2.048,0.2098,203.8,0
0.3873,0.0,-0.00046960811596363783,-2.211,0.2098,203.768,0
0.3886,-0.005,-0.0005993222584947944,-2.328,0.209,203.761,0
0.3898,-0.005,-0.0004885846865363419,-2.358,0.209,203.79,0
0.391,-0.005,-0.0003548915556166321,-2.37,0.209,203.809,0
0.3923,-0.005,-0.0002423787664156407,-2.38,0.209,203.784,0
0.3936,-0.005,-0.00015404581790789962,-2.383,0.209,203.756,0
0.3949,-0.005,-9.527961810817942e-05,-2.382,0.209,203.762,0
0.3961,-0.005,-0.0003810914931818843,-2.475,0.209,203.763,0
0.3974,-0.005,-0.0004930533468723297,-2.501,0.209,203.769,0
0.3985,-0.005,-0.00041016846080310643,-2.454,0.209,203.757,0
0.3998,-0.005,-0.00030065514147281647,-2.383,0.209,203.784,0
0.401,-0.005,-0.00019965074898209423,-2.304,0.209,203.759,0
0.4024,-0.005,-0.00013145747652743012,-2.218,0.209,203.777,0
0.4036,-0.005,-8.150620124069974e-05,-2.13,0.209,203.758,0
0.4049,-0.005,-4.961328886565752e-05,-2.032,0.209,203.755,0
0.4062,-0.005,-3.106521035078913e-05,-1.933,0.209,203.782,0
0.4075,-0.005,-1.8516177078709006e-05,-1.817,0.209,203.749,0
0.4088,-0.005,-1.1047972293454222e-05,-1.702,0.209,203.787,0
0.41,-0.005,-6.518077498185448e-06,-1.58,0.209,203.752,0
0.4113,-0.005,-3.885841124429135e-06,-1.448,0.209,203.8,0
0.4126,-0.005,-2.4166854473151034e-06,-1.312,0.209,203.772,0
0.4138,-0.005,-1.0699594668039936e-06,-1.181,0.209,203.785,0
0.4151,-0.005,-3.353817703555251e-07,-1.037,0.209,203.747,0
0.4163,-0.005,4.6041057544243813e-07,-0.898,0.209,203.75,0
0.4176,-0.005,7.052698265397339e-07,-0.755,0.209,203.815,0
0.4188,-0.005,7.052698265397339e-07,-0.613,0.209,203.784,0
0.4201,-0.005,7.052698265397339e-07,-0.469,0.209,203.772,0
0.4215,-0.005,7.052698265397339e-07,-0.325,0.209,203.768,0
0.4227,-0.005,7.052698265397339e-07,-0.199,0.209,203.75,0
0.424,-0.005,0.00019500101916491985,-0.009,0.209,203.812,0
0.4251,-0.005,0.00022793460811953992,0.111,0.209,203.755,0
0.4265,-0.005,0.00018422724679112434,0.215,0.209,203.782,0
0.4278,-0.005,0.0001295624242629856,0.301,0.209,203.765,0
0.429,-0.005,0.0004214345826767385,0.481,0.209,203.778,0
0.4304,0.0,0.0005073189386166632,0.585,0.2098,203.768,0
0.4316,0.0,0.00041378269088454545,0.62,0.2098,203.779,0
0.4328,0.0,0.00033230576082132757,0.648,0.2098,203.769,0
0.4341,0.0,0.00042112849769182503,0.72,0.2098,203.756,0
0.4355,0.0,0.0005212146788835526,0.784,0.2098,203.806,0
0.4367,0.0,0.0004671620554290712,0.782,0.2098,203.741,0
0.4381,0.0,0.00037276881630532444,0.754,0.2098,203.797,0
0.4394,0.0,0.0004451859276741743,0.762,0.2098,203.748,0
0.4406,0.0,0.00035238428972661495,0.707,0.2098,203.772,0
0.4419,0.0,0.00025284907314926386,0.637,0.2098,203.75,0
0.4431,0.0,0.00017149462655652314,0.559,0.2098,203.745,0
0.4444,0.0,0.0001082597445929423,0.473,0.2098,203.817,0
0.4456,0.0,6.932714313734323e-05,0.388,0.2098,203.703,0
0.4468,0.0,4.367814472061582e-05,0.297,0.2098,203.801,0
0.4481,0.0,2.7272579245618545e-05,0.192,0.2098,203.773,0
0.4493,0.0,1.6192705516004935e-05,0.087,0.2098,203.749,0
0.4505,0.0,9.948795195668936e-06,-0.027,0.2098,203.819,0
0.4518,0.0,6.031048542354256e-06,-0.151,0.2098,203.761,0
0.453,0.0,3.6436713344301097e-06,-0.276,0.2098,203.796,0
0.4543,0.0,2.05208630177367e-06,-0.413,0.2098,203.758,0
0.4556,0.0,9.502196576249844e-07,-0.555,0.2098,203.764,0
0.4568,0.0,1.5442715550761932e-07,-0.685,0.2098,203.759,0
0.458,0.0,-5.801504130431567e-07,-0.821,0.2098,203.745,0
0.4592,0.0,-7.025800528026593e-07,-0.958,0.2098,203.761,0
0.4604,0.0,-7.025800528026593e-07,-1.095,0.2098,203.768,0
0.4616,0.0,-7.025800528026593e-07,-1.228,0.2098,203.754,0
0.4628,0.0,-7.025800528026593e-07,-1.357,0.2098,203.751,0
0.4641,0.0,-7.025800528026593e-07,-1.489,0.2098,203.779,0
0.4653,0.0,-7.025800528026593e-07,-1.614,0.2098,203.78,0
0.4665,0.0,-7.025800528026593e-07,-1.733,0.2098,203.808,0
0.4678,0.0,-0.00021048568305559456,-1.907,0.2098,203.745,0
0.469,0.0,-0.00022389175137504935,-2.014,0.2098,203.766,0
0.4702,0.0,-0.00037839787546545267,-2.152,0.2098,203.772,0
0.4715,0.0,-0.0004105356347281486,-2.247,0.2098,203.788,0
0.4727,0.0,-0.0004888905095867813,-2.342,0.2098,203.786,0
0.4739,0.0,-0.0003974967694375664,-2.371,0.2098,203.754,0
0.4751,-0.005,-0.0004996642237529159,-2.441,0.209,203.788,0
0.4763,-0.005,-0.00042889988981187344,-2.456,0.209,203.756,0
0.4776,-0.005,-0.0005205995985306799,-2.509,0.209,203.767,0
0.4788,-0.005,-0.00043563346844166517,-2.492,0.209,203.762,0
0.48,-0.005,-0.0005140496068634093,-2.515,0.209,203.785,0
0.4812,-0.005,-0.00044683567830361426,-2.479,0.209,203.75,0
0.4824,-0.005,-0.00033309857826679945,-2.417,0.209,203.804,0
0.4836,-0.005,-0.0005476563819684088,-2.446,0.209,203.781,0
0.4848,-0.005,-0.0006117482553236187,-2.415,0.209,203.774,0
0.486,-0.005,-0.0004994191112928092,-2.319,0.209,203.765,0
0.4872,-0.005,-0.0003619919007178396,-2.204,0.209,203.757,0
0.4885,-0.005,-0.0002467856102157384,-2.08,0.209,203.779,0
0.4897,-0.005,-0.00015661621000617743,-1.955,0.209,203.78,0
0.4909,-0.005,-0.00010048224066849798,-1.837,0.209,203.775,0
0.4924,-0.005,-5.67748757021036e-05,-1.688,0.209,203.78,0
0.4937,-0.005,-3.5655772080644965e-05,-1.555,0.209,203.749,0
0.4949,-0.005,-2.120907993230503e-05,-1.427,0.209,203.763,0
0.4961,-0.005,-1.3006299923290499e-05,-1.299,0.209,203.775,0
0.4973,-0.005,-7.8030416261754e-06,-1.166,0.209,203.732,0
0.4985,-0.005,0.00013941853831056505,-0.976,0.209,203.782,0
