t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,e1_deg,fault
0.1867,-0.005,3.576410335881519e-06,-1.171,0.3395,202.782,0
0.188,-0.005,3.576410335881519e-06,-1.171,0.3395,202.841,0
0.1894,-0.005,3.576410335881519e-06,-1.171,0.3395,202.74,0
0.1908,-0.005,3.576410335881519e-06,-1.171,0.3395,202.831,0
0.192,-0.005,3.576410335881519e-06,-1.171,0.3395,202.772,0
0.1933,-0.005,3.576410335881519e-06,-1.171,0.3395,202.79,0
0.1945,-0.005,3.576410335881519e-06,-1.171,0.3395,202.777,0
0.1959,-0.005,3.576410335881519e-06,-1.171,0.3395,202.798,0
0.1972,-0.005,3.576410335881519e-06,-1.171,0.3395,202.779,0
0.1985,-0.005,3.576410335881519e-06,-1.171,0.3395,202.789,0
0.1999,-0.005,3.576410335881519e-06,-1.171,0.3395,202.804,0
0.2011,-0.005,3.576410335881519e-06,-1.171,0.3395,202.779,0
0.2023,-0.005,3.576410335881519e-06,-1.171,0.3395,202.785,0
0.2035,-0.005,3.576410335881519e-06,-1.171,0.3395,202.841,0
0.2048,-0.005,3.576410335881519e-06,-1.171,0.3395,202.828,0
0.206,-0.005,3.576410335881519e-06,-1.171,0.3395,202.839,0
0.2072,-0.005,3.576410335881519e-06,-1.171,0.3395,202.8,0
0.2084,-0.005,3.576410335881519e-06,-1.171,0.3395,202.758,0
0.2097,-0.005,3.576410335881519e-06,-1.171,0.3395,202.795,0
0.2109,-0.005,3.576410335881519e-06,-1.171,0.3395,202.81,0
0.2122,-0.005,3.576410335881519e-06,-1.171,0.3395,202.807,0
0.2134,-0.005,3.576410335881519e-06,-1.171,0.3395,202.816,0
0.2146,-0.005,3.576410335881519e-06,-1.171,0.3395,202.819,0
0.2159,-0.005,3.576410335881519e-06,-1.171,0.3395,202.767,0
0.2171,-0.005,3.576410335881519e-06,-1.171,0.3395,202.828,0
0.2184,-0.005,3.576410335881519e-06,-1.171,0.3395,202.823,0
0.2197,-0.005,3.576410335881519e-06,-1.171,0.3395,202.795,0
0.221,-0.005,3.576410335881519e-06,-1.171,0.3395,202.794,0
0.2223,-0.005,3.576410335881519e-06,-1.171,0.3395,202.775,0
0.2237,-0.005,3.576410335881519e-06,-1.171,0.3395,202.83,0
0.2249,-0.005,3.576410335881519e-06,-1.171,0.3395,202.782,0
0.2261,-0.005,3.576410335881519e-06,-1.171,0.3395,202.818,0
0.2273,-0.005,3.576410335881519e-06,-1.171,0.3395,202.817,0
0.2285,-0.005,3.576410335881519e-06,-1.171,0.3395,202.793,0
0.2299,-0.005,3.576410335881519e-06,-1.171,0.3395,202.825,0
0.2312,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.2325,-0.005,3.576410335881519e-06,-1.171,0.3395,202.772,0
0.2339,-0.005,3.576410335881519e-06,-1.171,0.3395,202.799,0
0.2351,-0.005,3.576410335881519e-06,-1.171,0.3395,202.753,0
0.2364,-0.005,3.576410335881519e-06,-1.171,0.3395,202.813,0
0.2377,-0.005,3.576410335881519e-06,-1.171,0.3395,202.777,0
0.2391,-0.005,3.576410335881519e-06,-1.171,0.3395,202.812,0
0.2404,-0.005,3.576410335881519e-06,-1.171,0.3395,202.799,0
0.2417,-0.005,3.576410335881519e-06,-1.171,0.3395,202.78,0
0.243,-0.005,3.576410335881519e-06,-1.171,0.3395,202.803,0
0.2443,-0.005,3.576410335881519e-06,-1.171,0.3395,202.781,0
0.2455,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.2467,-0.005,3.576410335881519e-06,-1.171,0.3395,202.809,0
0.248,-0.005,3.576410335881519e-06,-1.171,0.3395,202.766,0
0.2492,-0.005,3.576410335881519e-06,-1.171,0.3395,202.796,0
0.2505,-0.005,3.576410335881519e-06,-1.171,0.3395,202.801,0
0.2517,-0.005,3.576410335881519e-06,-1.171,0.3395,202.811,0
0.2529,-0.005,3.576410335881519e-06,-1.171,0.3395,202.827,0
0.2541,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.2554,-0.005,3.576410335881519e-06,-1.171,0.3395,202.806,0
0.2567,-0.005,3.576410335881519e-06,-1.171,0.3395,202.817,0
0.2579,-0.005,3.576410335881519e-06,-1.171,0.3395,202.817,0
0.2592,-0.005,3.576410335881519e-06,-1.171,0.3395,202.781,0
0.2604,-0.005,3.576410335881519e-06,-1.171,0.3395,202.786,0
0.2617,-0.005,3.576410335881519e-06,-1.171,0.3395,202.792,0
0.2629,-0.005,3.576410335881519e-06,-1.171,0.3395,202.821,0
0.2642,-0.005,3.576410335881519e-06,-1.171,0.3395,202.819,0
0.2654,-0.005,3.576410335881519e-06,-1.171,0.3395,202.798,0
0.2666,-0.005,3.576410335881519e-06,-1.171,0.3395,202.79,0
0.2678,-0.005,3.576410335881519e-06,-1.171,0.3395,202.776,0
0.2691,-0.005,3.576410335881519e-06,-1.171,0.3395,202.789,0
0.2703,-0.005,3.576410335881519e-06,-1.171,0.3395,202.8,0
0.2715,-0.005,3.576410335881519e-06,-1.171,0.3395,202.779,0
0.2727,-0.005,3.576410335881519e-06,-1.171,0.3395,202.799,0
0.274,-0.005,3.576410335881519e-06,-1.171,0.3395,202.805,0
0.2752,-0.005,3.576410335881519e-06,-1.171,0.3395,202.806,0
0.2764,-0.005,3.576410335881519e-06,-1.171,0.3395,202.765,0
0.2778,-0.005,3.576410335881519e-06,-1.171,0.3395,202.83,0
0.279,-0.005,3.576410335881519e-06,-1.171,0.3395,202.771,0
0.2802,-0.005,3.576410335881519e-06,-1.171,0.3395,202.782,0
0.2815,-0.005,3.576410335881519e-06,-1.171,0.3395,202.796,0
0.2827,-0.005,3.576410335881519e-06,-1.171,0.3395,202.757,0
0.2839,-0.005,3.576410335881519e-06,-1.171,0.3395,202.821,0
0.2852,-0.005,3.576410335881519e-06,-1.171,0.3395,202.814,0
0.2865,-0.005,3.576410335881519e-06,-1.171,0.3395,202.77,0
0.2878,-0.005,3.576410335881519e-06,-1.171,0.3395,202.817,0
0.2891,-0.005,3.576410335881519e-06,-1.171,0.3395,202.818,0
0.2904,-0.005,3.576410335881519e-06,-1.171,0.3395,202.804,0
0.2918,-0.005,3.576410335881519e-06,-1.171,0.3395,202.804,0
0.2931,-0.005,3.576410335881519e-06,-1.171,0.3395,202.786,0
0.2943,-0.005,3.576410335881519e-06,-1.171,0.3395,202.793,0
0.2956,-0.005,3.576410335881519e-06,-1.171,0.3395,202.791,0
0.2969,-0.005,3.576410335881519e-06,-1.171,0.3395,202.822,0
0.2982,-0.005,3.576410335881519e-06,-1.171,0.3395,202.813,0
0.2994,-0.005,3.576410335881519e-06,-1.171,0.3395,202.786,0
0.3007,-0.005,3.576410335881519e-06,-1.171,0.3395,202.775,0
0.302,-0.005,3.576410335881519e-06,-1.171,0.3395,202.764,0
0.3032,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.3045,-0.005,3.576410335881519e-06,-1.171,0.3395,202.764,0
0.3057,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.307,-0.005,3.576410335881519e-06,-1.171,0.3395,202.794,0
0.3082,-0.005,3.576410335881519e-06,-1.171,0.3395,202.798,0
0.3094,-0.005,3.576410335881519e-06,-1.171,0.3395,202.8,0
0.3108,-0.005,3.576410335881519e-06,-1.171,0.3395,202.828,0
0.312,-0.005,3.576410335881519e-06,-1.171,0.3395,202.78,0
0.3132,-0.005,3.576410335881519e-06,-1.171,0.3395,202.791,0
0.3144,-0.005,3.576410335881519e-06,-1.171,0.3395,202.79,0
0.3157,-0.005,3.576410335881519e-06,-1.171,0.3395,202.781,0
0.3169,-0.005,3.576410335881519e-06,-1.171,0.3395,202.775,0
0.3182,-0.005,3.576410335881519e-06,-1.171,0.3395,202.771,0
0.3195,-0.005,3.576410335881519e-06,-1.171,0.3395,202.773,0
0.3207,-0.005,3.576410335881519e-06,-1.171,0.3395,202.788,0
0.3221,-0.005,3.576410335881519e-06,-1.171,0.3395,202.788,0
0.3234,-0.005,3.576410335881519e-06,-1.171,0.3395,202.779,0
0.3247,-0.005,3.576410335881519e-06,-1.171,0.3395,202.784,0
0.326,-0.005,3.576410335881519e-06,-1.171,0.3395,202.761,0
0.3273,-0.005,3.576410335881519e-06,-1.171,0.3395,202.826,0
0.3285,-0.005,3.576410335881519e-06,-1.171,0.3395,202.771,0
0.3299,-0.005,3.576410335881519e-06,-1.171,0.3395,202.769,0
0.3311,-0.005,3.576410335881519e-06,-1.171,0.3395,202.79,0
0.3326,-0.005,3.576410335881519e-06,-1.171,0.3395,202.785,0
0.3339,-0.005,3.576410335881519e-06,-1.171,0.3395,202.828,0
0.3352,-0.005,3.576410335881519e-06,-1.171,0.3395,202.775,0
0.3365,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.3378,-0.005,3.576410335881519e-06,-1.171,0.3395,202.788,0
0.3391,-0.005,3.576410335881519e-06,-1.171,0.3395,202.777,0
0.3404,-0.005,3.576410335881519e-06,-1.171,0.3395,202.767,0
0.3417,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.343,-0.005,3.576410335881519e-06,-1.171,0.3395,202.809,0
0.3443,-0.005,3.576410335881519e-06,-1.171,0.3395,202.772,0
0.3456,-0.005,3.576410335881519e-06,-1.171,0.3395,202.821,0
0.347,-0.005,3.576410335881519e-06,-1.171,0.3395,202.821,0
0.3484,-0.005,3.576410335881519e-06,-1.171,0.3395,202.805,0
0.3498,-0.005,3.576410335881519e-06,-1.171,0.3395,202.808,0
0.351,-0.005,3.576410335881519e-06,-1.171,0.3395,202.792,0
0.3526,-0.005,3.576410335881519e-06,-1.171,0.3395,202.785,0
0.3539,-0.005,3.576410335881519e-06,-1.171,0.3395,202.8,0
0.3554,-0.005,3.576410335881519e-06,-1.171,0.3395,202.804,0
0.3568,-0.005,3.576410335881519e-06,-1.171,0.3395,202.814,0
0.3581,-0.005,3.576410335881519e-06,-1.171,0.3395,202.76,0
0.3595,-0.005,3.576410335881519e-06,-1.171,0.3395,202.762,0
0.3607,-0.005,3.576410335881519e-06,-1.171,0.3395,202.813,0
0.362,-0.005,3.576410335881519e-06,-1.171,0.3395,202.81,0
0.3633,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.3647,-0.005,3.576410335881519e-06,-1.171,0.3395,202.767,0
0.366,-0.005,3.576410335881519e-06,-1.171,0.3395,202.824,0
0.3672,-0.005,3.576410335881519e-06,-1.171,0.3395,202.771,0
0.3685,-0.005,3.576410335881519e-06,-1.171,0.3395,202.824,0
0.3697,-0.005,3.576410335881519e-06,-1.171,0.3395,202.812,0
0.3709,-0.005,3.576410335881519e-06,-1.171,0.3395,202.784,0
0.3722,-0.005,3.576410335881519e-06,-1.171,0.3395,202.806,0
0.3735,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.3748,-0.005,3.576410335881519e-06,-1.171,0.3395,202.8,0
0.376,-0.005,3.576410335881519e-06,-1.171,0.3395,202.801,0
0.3773,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.3785,-0.005,3.576410335881519e-06,-1.171,0.3395,202.788,0
0.3798,-0.005,3.576410335881519e-06,-1.171,0.3395,202.787,0
0.3811,-0.005,3.576410335881519e-06,-1.171,0.3395,202.795,0
0.3823,-0.005,3.576410335881519e-06,-1.171,0.3395,202.828,0
0.3835,-0.005,3.576410335881519e-06,-1.171,0.3395,202.792,0
0.3848,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.386,-0.005,3.576410335881519e-06,-1.171,0.3395,202.771,0
0.3872,-0.005,3.576410335881519e-06,-1.171,0.3395,202.817,0
0.3884,-0.005,3.576410335881519e-06,-1.171,0.3395,202.772,0
0.3897,-0.005,3.576410335881519e-06,-1.171,0.3395,202.786,0
0.3909,-0.005,3.576410335881519e-06,-1.171,0.3395,202.768,0
0.3925,-0.005,3.576410335881519e-06,-1.171,0.3395,202.789,0
0.3939,-0.005,3.576410335881519e-06,-1.171,0.3395,202.79,0
0.3951,-0.005,3.576410335881519e-06,-1.171,0.3395,202.775,0
0.3963,-0.005,3.576410335881519e-06,-1.171,0.3395,202.787,0
0.3975,-0.005,3.576410335881519e-06,-1.171,0.3395,202.77,0
0.3989,-0.005,3.576410335881519e-06,-1.171,0.3395,202.815,0
0.4002,-0.005,3.576410335881519e-06,-1.171,0.3395,202.826,0
0.4014,-0.005,3.576410335881519e-06,-1.171,0.3395,202.769,0
0.4027,-0.005,3.576410335881519e-06,-1.171,0.3395,202.793,0
0.4041,-0.005,3.576410335881519e-06,-1.171,0.3395,202.779,0
0.4054,-0.005,3.576410335881519e-06,-1.171,0.3395,202.808,0
0.4068,-0.005,3.576410335881519e-06,-1.171,0.3395,202.77,0
0.4082,-0.005,3.576410335881519e-06,-1.171,0.3395,202.814,0
0.4094,-0.005,3.576410335881519e-06,-1.171,0.3395,202.785,0
0.4106,-0.005,3.576410335881519e-06,-1.171,0.3395,202.777,0
0.4118,-0.005,3.576410335881519e-06,-1.171,0.3395,202.76,0
0.413,-0.005,3.576410335881519e-06,-1.171,0.3395,202.792,0
0.4143,-0.005,3.576410335881519e-06,-1.171,0.3395,202.766,0
0.4156,-0.005,3.576410335881519e-06,-1.171,0.3395,202.82,0
0.4169,-0.005,3.576410335881519e-06,-1.171,0.3395,202.804,0
0.4181,-0.005,3.576410335881519e-06,-1.171,0.3395,202.811,0
0.4194,-0.005,3.576410335881519e-06,-1.171,0.3395,202.778,0
0.4206,-0.005,3.576410335881519e-06,-1.171,0.3395,202.801,0
0.4218,-0.005,3.576410335881519e-06,-1.171,0.3395,202.812,0
0.4231,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.4243,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.4256,-0.005,3.576410335881519e-06,-1.171,0.3395,202.799,0
0.4269,-0.005,3.576410335881519e-06,-1.171,0.3395,202.784,0
0.4281,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.4293,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.4306,-0.005,3.576410335881519e-06,-1.171,0.3395,202.757,0
0.4319,-0.005,3.576410335881519e-06,-1.171,0.3395,202.811,0
0.4332,-0.005,3.576410335881519e-06,-1.171,0.3395,202.806,0
0.4344,-0.005,3.576410335881519e-06,-1.171,0.3395,202.791,0
0.4356,-0.005,3.576410335881519e-06,-1.171,0.3395,202.811,0
0.4368,-0.005,3.576410335881519e-06,-1.171,0.3395,202.797,0
0.438,-0.005,3.576410335881519e-06,-1.171,0.3395,202.794,0
0.4392,-0.005,3.576410335881519e-06,-1.171,0.3395,202.774,0
0.4404,-0.005,3.576410335881519e-06,-1.171,0.3395,202.761,0
0.4417,-0.005,3.576410335881519e-06,-1.171,0.3395,202.797,0
0.443,-0.005,3.576410335881519e-06,-1.171,0.3395,202.834,0
0.4443,-0.005,3.576410335881519e-06,-1.171,0.3395,202.824,0
0.4455,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.4467,-0.005,3.576410335881519e-06,-1.171,0.3395,202.802,0
0.448,-0.005,3.576410335881519e-06,-1.171,0.3395,202.78,0
0.4493,-0.005,3.576410335881519e-06,-1.171,0.3395,202.809,0
0.4505,-0.005,3.576410335881519e-06,-1.171,0.3395,202.796,0
0.4517,-0.005,3.576410335881519e-06,-1.171,0.3395,202.775,0
0.4529,-0.005,3.576410335881519e-06,-1.171,0.3395,202.818,0
0.4542,-0.005,3.576410335881519e-06,-1.171,0.3395,202.811,0
0.4555,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.4567,-0.005,3.576410335881519e-06,-1.171,0.3395,202.827,0
0.458,-0.005,3.576410335881519e-06,-1.171,0.3395,202.788,0
0.4592,-0.005,3.576410335881519e-06,-1.171,0.3395,202.787,0
0.4604,-0.005,3.576410335881519e-06,-1.171,0.3395,202.782,0
0.4617,-0.005,3.576410335881519e-06,-1.171,0.3395,202.816,0
0.463,-0.005,3.576410335881519e-06,-1.171,0.3395,202.787,0
0.4643,-0.005,3.576410335881519e-06,-1.171,0.3395,202.807,0
0.4655,-0.005,3.576410335881519e-06,-1.171,0.3395,202.79,0
0.4667,-0.005,3.576410335881519e-06,-1.171,0.3395,202.795,0
0.468,-0.005,3.576410335881519e-06,-1.171,0.3395,202.829,0
0.4692,-0.005,3.576410335881519e-06,-1.171,0.3395,202.778,0
0.4704,-0.005,3.576410335881519e-06,-1.171,0.3395,202.8,0
0.4717,-0.005,3.576410335881519e-06,-1.171,0.3395,202.783,0
0.4729,-0.005,3.576410335881519e-06,-1.171,0.3395,202.773,0
0.4741,-0.005,3.576410335881519e-06,-1.171,0.3395,202.83,0
0.4754,-0.005,3.576410335881519e-06,-1.171,0.3395,202.811,0
0.4768,-0.005,3.576410335881519e-06,-1.171,0.3395,202.826,0
0.4781,-0.005,3.576410335881519e-06,-1.171,0.3395,202.83,0
0.4793,-0.005,3.576410335881519e-06,-1.171,0.3395,202.773,0
0.4805,-0.005,3.576410335881519e-06,-1.171,0.3395,202.815,0
0.4819,-0.005,3.576410335881519e-06,-1.171,0.3395,202.806,0
0.4831,-0.005,3.576410335881519e-06,-1.171,0.3395,202.809,0
0.4843,-0.005,3.576410335881519e-06,-1.171,0.3395,202.792,0
0.4857,-0.005,3.576410335881519e-06,-1.171,0.3395,202.762,0
0.487,-0.005,3.576410335881519e-06,-1.171,0.3395,202.789,0
0.4882,-0.005,3.576410335881519e-06,-1.171,0.3395,202.747,0
0.4895,-0.005,3.576410335881519e-06,-1.171,0.3395,202.784,0
0.4909,-0.005,3.576410335881519e-06,-1.171,0.3395,202.808,0
