t_s,leg,tgt_deg,pos_deg,vel_rps,torque_Nm,iq_A,bus_V,fet_C,fault
0.396,1,80.0,2.3291,0.04176636040210724,4.566933631896973,0.8938185572624207,23.636198043823242,37.0,0
0.402,1,80.0,2.4225,0.04784608632326126,2.8496811389923096,0.5577260255813599,23.636198043823242,37.0,0
0.407,1,80.0,2.5104,0.04927269369363785,2.6187925338745117,0.5125375986099243,23.636198043823242,37.0,0
0.412,1,80.0,2.5928,0.044120434671640396,3.396090507507324,0.6646666526794434,23.636198043823242,37.0,0
0.417,1,80.0,2.6587,0.03959714248776436,4.042619705200195,0.7912023067474365,23.61825180053711,37.0,0
0.421,1,80.0,2.7301,0.04256509616971016,3.827444076538086,0.7490891814231873,23.61825180053711,37.0,0
0.427,1,80.0,2.829,0.04807296022772789,2.7833926677703857,0.5447523593902588,23.61825180053711,37.0,0
0.432,1,80.0,2.9169,0.050639621913433075,1.848371148109436,0.3617544174194336,23.654146194458008,37.0,0
0.437,1,80.0,3.0103,0.04919776692986488,2.383838653564453,0.46655353903770447,23.61825180053711,37.0,0
0.442,1,80.0,3.0927,0.04794745519757271,1.9004000425338745,0.37193724513053894,23.636198043823242,37.0,0
0.447,1,80.0,3.175,0.04558456316590309,2.642226457595825,0.5171239972114563,23.61825180053711,37.0,0
0.452,1,80.0,3.2465,0.041791629046201706,2.1247570514678955,0.4158473610877991,23.636198043823242,37.0,0
0.457,1,80.0,3.3234,0.04362930729985237,2.0687613487243652,0.4048881232738495,23.61825180053711,37.0,0
0.462,1,80.0,3.4113,0.04836462810635567,1.6462193727493286,0.32219022512435913,23.61825180053711,37.0,0
0.467,1,80.0,3.5046,0.049277327954769135,2.045905351638794,0.4004148840904236,23.61825180053711,37.0,0
0.471,1,80.0,3.576,0.04655394330620766,1.9789539575576782,0.3873114585876465,23.61825180053711,37.0,0
0.477,1,80.0,3.6639,0.04390114173293114,2.6014034748077393,0.5091342926025391,23.61825180053711,37.0,0
0.482,1,80.0,3.7354,0.04280894994735718,2.8612961769104004,0.5599992871284485,23.636198043823242,37.0,0
0.487,1,80.0,3.8123,0.04221797734498978,3.015925645828247,0.5902626514434814,23.654146194458008,37.0,0
0.492,1,80.0,3.8947,0.044037654995918274,3.4000706672668457,0.6654456853866577,23.61825180053711,37.0,0
0.497,1,80.0,3.988,0.04959821701049805,2.632887363433838,0.515296220779419,23.61825180053711,37.0,0
0.502,1,80.0,4.0814,0.052718326449394226,1.8009294271469116,0.3524693250656128,23.61825180053711,37.0,0
0.507,1,80.0,4.1693,0.04867963865399361,2.601245641708374,0.5091034173965454,23.61825180053711,37.0,0
0.512,1,80.0,4.2462,0.04518456757068634,1.9981602430343628,0.3910704255104065,23.61825180053711,37.0,0
0.517,1,80.0,4.3286,0.04570777341723442,3.162242889404297,0.6188991665840149,23.636198043823242,37.0,0
0.522,1,80.0,4.422,0.05065314099192619,2.501269578933716,0.4895365834236145,23.636198043823242,37.0,0
0.527,1,80.0,4.5154,0.04992492124438286,3.104325294494629,0.6075637936592102,23.61825180053711,37.0,0
0.532,1,80.0,4.6033,0.049589335918426514,2.385899066925049,0.46695682406425476,23.636198043823242,37.0,0
0.536,1,80.0,4.6857,0.04899684339761734,3.4252376556396484,0.6703711748123169,23.636198043823242,37.0,0
0.542,1,80.0,4.7736,0.04605737701058388,3.3706064224243164,0.659679114818573,23.61825180053711,37.0,0
0.546,1,80.0,4.845,0.04483320191502571,3.9549026489257812,0.7740347385406494,23.61825180053711,37.0,0
0.552,1,80.0,4.9384,0.0485537089407444,4.736465930938721,0.9269986152648926,23.61825180053711,37.0,0
0.557,1,80.0,5.0317,0.05133345350623131,2.851864814758301,0.5581533908843994,23.636198043823242,37.0,0
0.562,1,80.0,5.1251,0.05143796280026436,3.1161954402923584,0.6098869442939758,23.636198043823242,37.0,0
0.567,1,80.0,5.213,0.04793022945523262,3.76251220703125,0.7363809943199158,23.61825180053711,37.0,0
0.571,1,80.0,5.2899,0.04761834070086479,3.3223133087158203,0.6502273678779602,23.61825180053711,37.0,0
0.577,1,80.0,5.3833,0.047427576035261154,3.15049147605896,0.6879967451095581,23.636198043823242,37.0,0
0.582,1,80.0,5.4712,0.049001168459653854,4.729137897491455,0.9255644083023071,23.636198043823242,37.0,0
0.587,1,80.0,5.5646,0.051633771508932114,4.603888988494873,0.9010512232780457,23.61825180053711,37.0,0
0.592,1,80.0,5.6525,0.04850335791707039,3.1548495292663574,0.6174522042274475,23.636198043823242,37.0,0
0.596,1,80.0,5.7294,0.046636562794446945,3.4914872646331787,0.6833373308181763,23.61825180053711,37.0,0
0.602,1,80.0,5.8173,0.047617170959711075,3.5034048557281494,0.6856697797775269,23.636198043823242,37.0,0
0.607,1,80.0,5.9052,0.048450667411088943,4.041879653930664,0.7910574674606323,23.61825180053711,37.0,0
0.612,1,80.0,6.004,0.052460603415966034,3.4363973140716553,0.6725553870201111,23.636198043823242,37.0,0
0.617,1,80.0,6.1029,0.055374614894390106,4.138312816619873,0.8099309206008911,23.636198043823242,37.0,0
0.622,1,80.0,6.1963,0.05151663348078728,3.5027916431427,0.6855497360229492,23.636198043823242,37.0,0
0.627,1,80.0,6.2787,0.04695742577314377,3.869227409362793,0.7572667598724365,23.636198043823242,37.0,0
0.631,1,80.0,6.3556,0.04771856218576431,2.9273369312286377,0.5729244947433472,23.636198043823242,37.0,0
0.636,1,80.0,6.4545,0.05189194530248642,3.3167707920074463,0.6491426229476929,23.61825180053711,37.0,0
0.642,1,80.0,6.5588,0.05442659556865692,3.092388868331909,0.6052276492118835,23.61825180053711,37.0,0
0.646,1,80.0,6.6522,0.05495685338973999,3.298534393310547,0.6455734968185425,23.61825180053711,37.0,0
0.651,1,80.0,6.7401,0.05012117698788643,2.821298599243164,0.5521711707115173,23.61825180053711,37.0,0
0.657,1,80.0,6.8225,0.04540395736694336,3.5564894676208496,0.6960592269897461,23.61825180053711,37.0,0
0.662,1,80.0,6.9104,0.04783689230680466,3.567610025405884,0.6982356309890747,23.61825180053711,37.0,0
0.667,1,80.0,7.0038,0.05179227888584137,3.112619400024414,0.6091870665550232,23.636198043823242,37.0,0
0.671,1,80.0,7.0917,0.05141917243599892,2.9041621685028076,0.568388819694519,23.636198043823242,37.0,0
0.677,1,80.0,7.1796,0.046617913991212845,3.2245941162109375,0.6311022043228149,23.636198043823242,37.0,0
0.682,1,80.0,7.2565,0.044172149151563644,4.4806342124938965,0.876928448677063,23.636198043823242,37.0,0
0.687,1,80.0,7.3334,0.04369940236210823,5.256190776824951,1.0287166833877563,23.600303649902344,37.0,0
0.692,1,80.0,7.4213,0.04504521191120148,5.25453519821167,1.0283926725387573,23.61825180053711,37.0,0
0.697,1,80.0,7.4982,0.04453983157873154,5.20875883102417,1.0194334983825684,23.61825180053711,37.0,0
0.702,1,80.0,7.5806,0.04544631019234657,5.553024768829346,1.0868115425109863,23.61825180053711,37.0,0
0.707,1,80.0,7.6575,0.04293398931622505,4.790365695953369,0.9375475645065308,23.61825180053711,37.0,0
0.712,1,80.0,7.7234,0.03773709759116173,8.128813743591309,1.5909327268600464,23.61825180053711,37.0,0
0.717,1,80.0,7.8003,0.04238293692469597,6.477627277374268,1.2677704095840454,23.61825180053711,37.0,0
0.722,1,80.0,7.8937,0.048511017113924026,5.534628391265869,1.0832111835479736,23.61825180053711,37.0,0
0.727,1,80.0,7.9871,0.052097171545028687,5.030409336090088,0.9845277667045593,23.636198043823242,37.0,0
0.732,1,80.0,8.0914,0.056388214230537415,2.8834481239318848,0.5643347501754761,23.636198043823242,37.0,0
0.737,1,80.0,8.1903,0.05667371302843094,6.030163764953613,1.1801949739456177,23.636198043823242,37.0,0
0.742,1,80.0,8.2782,0.04893578961491585,5.291164875030518,1.0355616807937622,23.61825180053711,37.0,0
0.747,1,80.0,8.3606,0.046237677335739136,5.899285316467285,1.1545801162719727,23.61825180053711,37.0,0
0.752,1,80.0,8.443,0.04736831411719322,5.646923065185547,1.1051889657974243,23.61825180053711,37.0,0
0.757,1,80.0,8.5309,0.049208760261535645,5.488234996795654,1.0741312503814697,23.61825180053711,37.0,0
0.762,1,80.0,8.6243,0.05056093633174896,5.66990852355957,1.1096875667572021,23.636198043823242,37.0,0
0.767,1,80.0,8.7012,0.04450380802154541,7.000592231750488,1.3701226711273193,23.636198043823242,37.0,0
0.772,1,80.0,8.7671,0.03710263594985008,7.663868427276611,1.4999358654022217,23.61825180053711,37.0,0
0.777,1,80.0,8.844,0.041886813938617706,7.122834205627441,1.3940472602844238,23.61825180053711,37.0,0
0.782,1,80.0,8.9319,0.04873603209853172,6.183820724487305,1.161369800567627,23.61825180053711,37.0,0
0.787,1,80.0,9.0363,0.054173264652490616,6.391097545623779,1.2508352994918823,23.61825180053711,37.0,0
0.792,1,80.0,9.1516,0.061459168791770935,3.8543429374694824,0.7543536424636841,23.636198043823242,37.0,0
0.797,1,80.0,9.256,0.058801520615816116,4.469833850860596,0.8748146295547485,23.654146194458008,37.0,0
0.802,1,80.0,9.3384,0.049264319241046906,5.13702392578125,1.0053938627243042,23.636198043823242,37.0,0
0.807,1,80.0,9.4263,0.04829338937997818,5.931019306182861,1.1607909202575684,23.61825180053711,37.0,0
0.812,1,80.0,9.5197,0.052333083003759384,4.614652633666992,0.9031578898429871,23.636198043823242,37.0,0
0.817,1,80.0,9.624,0.055630724877119064,4.057479381561279,0.7941105365753174,23.636198043823242,37.0,0
0.822,1,80.0,9.7339,0.06063539907336235,2.8552775382995605,0.5588213205337524,23.636198043823242,37.0,0
0.827,1,80.0,9.8383,0.05649980530142784,3.164876699447632,0.6194146275520325,23.636198043823242,37.0,0
0.832,1,80.0,9.9261,0.052081622183322906,3.1629693508148193,0.7798188924789429,23.636198043823242,37.0,0
0.837,1,80.0,10.025,0.053964756429195404,2.8749096393585205,0.5626636743545532,23.654146194458008,37.0,0
0.842,1,80.0,10.1349,0.05867279693484306,2.4216136932373047,0.473946750164032,23.636198043823242,37.0,0
0.846,1,80.0,10.2393,0.06042911857366562,1.6159366369247437,0.31626343727111816,23.636198043823242,37.0,0
0.852,1,80.0,10.3491,0.056922730058431625,2.998234987258911,0.5868002772331238,23.61825180053711,37.0,0
0.856,1,80.0,10.426,0.05064821243286133,2.612823009490967,0.5113692879676819,23.636198043823242,37.0,0
0.862,1,80.0,10.5249,0.05015850439667702,3.055300712585449,0.5979689359664917,23.636198043823242,37.0,0
0.867,1,80.0,10.6238,0.054256096482276917,1.4496128559112549,0.28371134400367737,23.61825180053711,37.0,0
0.871,1,80.0,10.7172,0.05569078400731087,2.3704609870910645,0.46393537521362305,23.61825180053711,37.0,0
0.877,1,80.0,10.816,0.052193526178598404,2.1280274391174316,0.4164873957633972,23.636198043823242,37.0,0
0.882,1,80.0,10.9039,0.04907554015517235,2.132981538772583,0.4174569845199585,23.61825180053711,37.0,0
0.887,1,80.0,10.9863,0.047256484627723694,3.0811076164245605,0.6030197143554688,23.61825180053711,37.0,0
0.892,1,80.0,11.0742,0.04801757633686066,3.6293673515319824,0.7103224992752075,23.636198043823242,37.0,0
0.897,1,80.0,11.1676,0.05081448331475258,2.69877028465271,0.5281904935836792,23.636198043823242,37.0,0
0.902,1,80.0,11.2665,0.05366012454032898,2.469163179397583,0.4832528829574585,23.61825180053711,37.0,0
0.907,1,80.0,11.3544,0.051664285361766815,2.7413201332092285,0.5365181565284729,23.636198043823242,37.0,0
0.912,1,80.0,11.4423,0.048174113035202026,3.0178756713867188,0.5906442403793335,23.636198043823242,37.0,0
0.917,1,80.0,11.5247,0.04674290493130684,3.1617581844329834,0.6188042759895325,23.636198043823242,37.0,0
0.922,1,80.0,11.6125,0.04927414655685425,2.487323045730591,0.48680704832077026,23.61825180053711,37.0,0
0.927,1,80.0,11.7114,0.05174635723233223,2.36944317817688,0.4637361466884613,23.636198043823242,37.0,0
0.932,1,80.0,11.7993,0.051124051213264465,2.9041669368743896,0.5683897733688354,23.61825180053711,37.0,0
0.937,1,80.0,11.8817,0.04734526947140694,2.575662851333618,0.504096508026123,23.636198043823242,37.0,0
0.942,1,80.0,11.9586,0.043435342609882355,4.1374616622924805,0.8097643256187439,23.61825180053711,37.0,0
0.947,1,80.0,12.0355,0.04351295903325081,3.6636743545532227,0.7170369625091553,23.61825180053711,37.0,0
0.952,1,80.0,12.1289,0.048150964081287384,3.330393075942993,0.6518087387084961,23.636198043823242,37.0,0
0.957,1,80.0,12.2223,0.051727134734392166,2.778090238571167,0.5437146425247192,23.636198043823242,37.0,0
0.962,1,80.0,12.3157,0.05119102820754051,2.606215000152588,0.5100759863853455,23.636198043823242,37.0,0
0.967,1,80.0,12.3981,0.048508595675230026,2.626631736755371,0.5140718817710876,23.61825180053711,37.0,0
0.972,1,80.0,12.486,0.04784062132239342,3.3259947299957275,0.6509478688240051,23.636198043823242,37.0,0
0.977,1,80.0,12.5629,0.045134808868169785,3.837484121322632,0.7510541677474976,23.61825180053711,37.0,0
0.982,1,80.0,12.6562,0.04880242794752121,4.27616024017334,0.8369097113609314,23.636198043823242,37.0,0
0.987,1,80.0,12.7496,0.052535537630319595,5.131324291229248,1.0042784214019775,23.61825180053711,37.0,0
0.992,1,80.0,12.843,0.05249158293008804,2.8623790740966797,0.560211181640625,23.636198043823242,37.0,0
0.997,1,80.0,12.9309,0.04868501052260399,3.6178529262542725,0.7080689668655396,23.61825180053711,37.0,0
1.002,1,80.0,13.0078,0.04620787501335144,4.201174259185791,0.8222337961196899,23.636198043823242,37.0,0
1.007,1,80.0,13.0957,0.04615682363510132,3.7941765785217285,0.7425781488418579,23.636198043823242,37.0,0
1.012,1,80.0,13.1836,0.0501471646130085,4.0324296951293945,0.789207935333252,23.636198043823242,37.0,0
1.017,1,80.0,13.2825,0.052869390696287155,3.437739610671997,0.6728180646896362,23.636198043823242,37.0,0
1.022,1,80.0,13.3759,0.05248947814106941,3.0149378776550293,0.5900692939758301,23.636198043823242,37.0,0
1.027,1,80.0,13.4637,0.04944956302642822,3.567382335662842,0.6981911063194275,23.61825180053711,37.0,0
1.032,1,80.0,13.5461,0.047420527786016464,3.5651297569274902,0.6977502107620239,23.636198043823242,37.0,0
1.037,1,80.0,13.6395,0.04936777055263519,3.69234037399292,0.7226473093032837,23.61825180053711,37.0,0
1.042,1,80.0,13.7384,0.05347724258899689,2.596067190170288,0.5080899000167847,23.636198043823242,37.0,0
1.047,1,80.0,13.8373,0.05477168783545494,2.893665075302124,0.5663343667984009,23.636198043823242,37.0,0
1.052,1,80.0,13.9307,0.05395007133483887,2.1416006088256836,0.4191438853740692,23.636198043823242,37.0,0
1.057,1,80.0,14.0186,0.04941733554005623,2.850433588027954,0.5578733086585999,23.61825180053711,37.0,0
1.062,1,80.0,14.101,0.04638964682817459,4.305841445922852,0.842718780040741,23.636198043823242,37.0,0
1.067,1,80.0,14.1888,0.04971299692988396,3.566348075866699,0.6979886889457703,23.61825180053711,37.0,0
1.072,1,80.0,14.2877,0.05156705901026726,4.383989334106445,0.8580135703086853,23.61825180053711,37.0,0
1.077,1,80.0,14.3701,0.048600468784570694,3.6536307334899902,0.7150712013244629,23.636198043823242,37.0,0
1.082,1,80.0,14.458,0.046404581516981125,3.549659252166748,0.6947224140167236,23.61825180053711,37.0,0
1.087,1,80.0,14.5404,0.04639661684632301,3.7806081771850586,0.7399227023124695,23.636198043823242,37.0,0
1.092,1,80.0,14.6118,0.04300101846456528,4.933223247528076,0.9655069708824158,23.61825180053711,37.0,0
1.097,1,80.0,14.6942,0.0458439439535141,4.1526713371276855,0.8127410411834717,23.636198043823242,37.0,0
1.102,1,80.0,14.7876,0.0491706058382988,4.199429988861084,0.821892499923706,23.61825180053711,37.0,0
1.107,1,80.0,14.859,0.042262762784957886,7.017114162445068,1.3733562231063843,23.636198043823242,37.0,0
1.112,1,80.0,14.9084,0.031121429055929184,8.850408554077148,1.7321598529815674,23.61825180053711,37.0,0
1.117,1,80.0,14.9799,0.03764753416180611,7.3762946128845215,1.4436533451080322,23.61825180053711,37.0,0
1.122,1,80.0,15.0787,0.05069540813565254,4.283906936645508,0.838425874710083,23.636198043823242,37.0,0
1.127,1,80.0,15.1721,0.049699168652296066,5.978935718536377,1.1701688766479492,23.61825180053711,37.0,0
1.132,1,80.0,15.2545,0.048895835876464844,6.307485580444336,1.234471082687378,23.636198043823242,37.0,0
1.137,1,80.0,15.3424,0.04812146723270416,6.047693729400635,1.1836258172988892,23.636198043823242,37.0,0
1.142,1,80.0,15.4138,0.04098295047879219,6.87036657333374,1.3446354866027832,23.61825180053711,37.0,0
1.147,1,80.0,15.4852,0.040610089898109436,8.178333282470703,1.600624442100525,23.61825180053711,37.0,0
1.152,1,80.0,15.5731,0.04794318601489067,11.67823314666748,2.2856082916259766,23.61825180053711,37.0,0
1.157,1,80.0,15.672,0.052743710577487946,5.745120048522949,1.1244075298309326,23.61825180053711,37.0,0
1.162,1,80.0,15.7764,0.05788453295826912,4.0711870193481445,0.7967934012413025,23.636198043823242,37.0,0
1.167,1,80.0,15.8752,0.05358145013451576,5.601531505584717,1.0963051319122314,23.636198043823242,37.0,0
1.172,1,80.0,15.9467,0.042798466980457306,7.130232334136963,1.3954951763153076,23.636198043823242,37.0,0
1.177,1,80.0,16.0126,0.0392722561955452,8.36864948272705,1.6378722190856934,23.600303649902344,37.0,0
1.182,1,80.0,16.106,0.04881918802857399,6.926024913787842,1.3555285930633545,23.636198043823242,37.0,0
1.187,1,80.0,16.2048,0.05440527945756912,5.729067802429199,1.1212658882141113,23.61825180053711,37.0,0
1.192,1,80.0,16.3202,0.06140518933534622,3.8259685039520264,0.7488003969192505,23.636198043823242,37.0,0
1.197,1,80.0,16.4246,0.058902982622385025,3.5897703170776367,0.702572762966156,23.636198043823242,37.0,0
1.202,1,80.0,16.5125,0.05077523738145828,5.627664089202881,1.1014196872711182,23.636198043823242,37.0,0
1.207,1,80.0,16.6003,0.049907393753528595,5.782577991485596,1.1317386627197266,23.61825180053711,37.0,0
1.212,1,80.0,16.6937,0.05211999639868736,4.950229167938232,0.9688352942466736,23.636198043823242,37.0,0
1.217,1,80.0,16.7981,0.05549575388431549,4.042377948760986,0.7911549806594849,23.61825180053711,37.0,0
1.222,1,80.0,16.908,0.05992758646607399,3.085765838623047,0.6039314270019531,23.636198043823242,37.0,0
1.227,1,80.0,17.0068,0.05647727847099304,3.1839396953582764,0.6231455206871033,23.636198043823242,37.0,0
1.232,1,80.0,17.0947,0.05079610273241997,5.002926826477051,0.9791491031646729,23.636198043823242,37.0,0
1.237,1,80.0,17.1936,0.05368757247924805,3.8536219596862793,0.7542126178741455,23.636198043823242,37.0,0
1.242,1,80.0,17.3035,0.05950997397303581,2.2459380626678467,0.4395643174648285,23.636198043823242,37.0,0
1.247,1,80.0,17.4133,0.06138625368475914,1.6281462907791138,0.31865304708480835,23.61825180053711,37.0,0
1.252,1,80.0,17.5177,0.058108508586883545,2.131669282913208,0.41720014810562134,23.636198043823242,37.0,0
