D,K,K_over_bound,bound_2D_T,osc,overshoot_pct,rise_s,ss_err_deg,tail_vel_std
14.142135623730951,100,0.0065053823869162366,15371.886547533642,False,0.0,0.4054,11.7566757202151,0.05158811930444561
20.0,200,0.0092,21739.130434782608,False,0.0,0.2754,9.26764681179417,0.015765584552854366
28.284271247461902,400,0.013010764773832473,30743.773095067285,False,0.0,0.1962,0.7762179904516447,0.0006504436205405677
40.0,800,0.0184,43478.260869565216,False,0.0,0.1482,0.4256525812924855,9.906539464698848e-05
56.568542494923804,1600,0.026021529547664946,61487.54619013457,False,0.0,0.1222,0.38337409566870995,0.00018442446393988484
80.0,3200,0.0368,86956.52173913043,False,0.0,0.1083,0.2633556513123849,0.0001562882190128771
