t_s,phase,torque_step_Nm,mode,velocity_rps_out,orbis_unwrapped_output_rev,q_current_A,bus_voltage_V,fet_temp_C,fault,bissc_crc_delta
0.2511,escalate,2.0,10,-1.3069151464151219e-05,0.0,0.03189748898148537,23.5,35.0,0,0.0
0.2611,escalate,2.0,10,-1.3069151464151219e-05,0.0,-2.466902682130012e-09,23.5,35.0,0,0.0
0.2706,escalate,2.0,10,-1.3069151464151219e-05,0.0,0.08527028560638428,23.5,35.0,0,0.0
0.2802,escalate,2.0,10,-1.3069151464151219e-05,0.0,0.05337279662489891,23.5,35.0,0,0.0
0.2911,escalate,2.0,10,-1.3069151464151219e-05,0.0,0.03189748525619507,24.0,35.0,0,0.0
0.301,escalate,2.0,10,-1.3069151464151219e-05,0.0,0.21286022663116455,23.5,35.0,0,0.0
0.3107,escalate,2.0,10,0.0001277657283935696,1e-06,0.1066690981388092,23.5,35.0,0,0.0
0.3207,escalate,2.0,10,-4.907129095954588e-06,1e-06,-0.04240119457244873,23.5,35.0,0,0.0
0.331,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.0212030541151762,23.5,35.0,0,0.0
0.341,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.010932634584605694,24.0,35.0,0,0.0
0.351,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.03213569521903992,23.5,35.0,0,0.0
0.361,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.09640707820653915,23.5,35.0,0,0.0
0.3711,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.18121927976608276,24.0,35.0,0,0.0
0.381,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.08547444641590118,23.5,35.0,0,0.0
0.3903,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.0212030541151762,23.5,35.0,0,0.0
0.4012,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.1176101490855217,23.5,35.0,0,0.0
0.4212,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.03213569521903992,23.5,35.0,0,0.0
0.4225,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.07454179972410202,24.0,35.0,0,0.0
0.4308,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.09574484825134277,23.5,35.0,0,0.0
0.441,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.08547444641590118,24.0,35.0,0,0.0
0.4509,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.1600162386894226,23.5,35.0,0,0.0
0.461,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.0212030541151762,23.5,35.0,0,0.0
0.4705,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.08547444641590118,23.5,35.0,0,0.0
0.4811,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.06427139043807983,23.5,35.0,0,0.0
0.491,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.10667748749256134,23.5,35.0,0,0.0
0.5009,escalate,2.0,10,-1.551768036733847e-05,1e-06,-0.010932639241218567,23.5,35.0,0,0.0
0.511,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.19215193390846252,23.5,35.0,0,0.0
0.5202,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.14908361434936523,23.5,35.0,0,0.0
0.5311,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.03213569521903992,23.5,35.0,0,0.0
0.541,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.05333874374628067,23.5,35.0,0,0.0
0.5511,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.10667750239372253,23.5,35.0,0,0.0
0.561,escalate,2.0,10,-1.551768036733847e-05,1e-06,0.1278805434703827,23.5,35.0,0,0.0
0.5703,escalate,2.0,10,3.492331234156154e-05,2e-06,0.15045155584812164,24.0,35.0,0,0.0
0.581,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.07423238456249237,23.5,35.0,0,0.0
0.591,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.08567653596401215,23.5,35.0,0,0.0
0.601,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.011444143950939178,23.5,35.0,0,0.0
0.611,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.05330297350883484,23.5,35.0,0,0.0
0.6296,escalate,2.0,10,-1.3130298611940816e-05,2e-06,-0.07423238456249237,24.0,35.0,0,0.0
0.6309,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.24558544158935547,23.5,35.0,0,0.0
0.641,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.0,23.5,35.0,0,0.0
0.651,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.08567652106285095,23.5,35.0,0,0.0
0.661,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.07423239201307297,23.5,35.0,0,0.0
0.671,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.1389794945716858,23.5,35.0,0,0.0
0.6806,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.05330296605825424,23.5,35.0,0,0.0
0.691,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.08567652106285095,23.5,35.0,0,0.0
0.701,escalate,2.0,10,-1.3130298611940816e-05,2e-06,0.23414131999015808,24.0,35.0,0,0.0
0.711,escalate,2.0,10,0.00014713004929944873,3e-06,-0.009057407267391682,23.5,35.0,0,0.0
0.7212,escalate,2.0,10,1.1457580512796994e-05,4e-06,0.1511126458644867,23.5,35.0,0,0.0
0.731,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.14784128963947296,23.5,35.0,0,0.0
0.741,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.10653109848499298,24.0,35.0,0,0.0
0.7502,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.15979664027690887,23.5,35.0,0,0.0
0.7611,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.1184864491224289,23.5,35.0,0,0.0
0.771,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.19240710139274597,23.5,35.0,0,0.0
0.7812,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.22501754760742188,23.5,35.0,0,0.0
0.7901,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.28698283433914185,23.5,35.0,0,0.0
0.8003,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.24567262828350067,23.5,35.0,0,0.0
0.8111,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.08587600290775299,23.5,35.0,0,0.0
0.8313,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.0326104499399662,23.5,35.0,0,0.0
0.8329,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.23371729254722595,23.5,35.0,0,0.0
0.8407,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.10653109848499298,24.0,35.0,0,0.0
0.8511,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.19240710139274597,23.5,35.0,0,0.0
0.8605,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.1184864491224289,24.0,35.0,0,0.0
0.8712,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.05326554924249649,23.5,35.0,0,0.0
0.881,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.19240710139274597,24.0,35.0,0,0.0
0.891,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.10653109848499298,23.5,35.0,0,0.0
0.901,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.08587600290775299,24.0,35.0,0,0.0
0.911,escalate,2.0,10,-1.3150763152225409e-05,4e-06,-0.8978816270828247,23.5,35.0,0,0.0
0.9208,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.01195533573627472,23.5,35.0,0,0.0
0.9311,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.0652208998799324,23.5,35.0,0,0.0
0.941,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.22501754760742188,23.5,35.0,0,0.0
0.951,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.27828308939933777,23.5,35.0,0,0.0
0.9605,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.17175200581550598,23.5,35.0,0,0.0
0.9704,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.18045173585414886,23.5,35.0,0,0.0
0.981,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.19240710139274597,23.5,35.0,0,0.0
0.991,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.25762802362442017,23.5,35.0,0,0.0
1.0012,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.02065509743988514,24.0,35.0,0,0.0
1.011,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.13914154469966888,23.5,35.0,0,0.0
1.0208,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.07392064481973648,23.5,35.0,0,0.0
1.0413,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.10653109848499298,24.0,35.0,0,0.0
1.0442,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.07717625051736832,23.5,35.0,0,0.0
1.0506,escalate,2.0,10,-1.3150763152225409e-05,4e-06,0.23371729254722595,23.5,35.0,0,0.0
1.0609,escalate,2.0,10,2.5435021598241292e-05,5e-06,0.08607891201972961,24.0,35.0,0,0.0
1.071,escalate,2.0,10,-1.2640575732802972e-05,5e-06,0.07360538840293884,24.0,35.0,0,0.0
1.081,escalate,2.0,10,-1.5476854969165288e-05,5e-06,0.10645316541194916,23.5,35.0,0,0.0
1.091,escalate,2.0,10,-1.5476854969165288e-05,5e-06,0.08607243746519089,23.5,35.0,0,0.0
1.101,escalate,2.0,10,2.9128368623787537e-05,6e-06,0.15955324470996857,23.5,35.0,0,0.0
1.1101,escalate,2.0,10,-1.1008132787537761e-05,6e-06,0.21274279057979584,23.5,35.0,0,0.0
1.121,escalate,2.0,10,-1.551761306473054e-05,6e-06,0.1595577895641327,23.5,35.0,0,0.0
1.131,escalate,2.0,10,-1.551761306473054e-05,6e-06,0.10637184977531433,23.5,35.0,0,0.0
1.141,escalate,2.0,10,-1.551761306473054e-05,6e-06,0.1394525021314621,23.5,35.0,0,0.0
1.1508,escalate,2.0,10,-1.551761306473054e-05,6e-06,0.24582433700561523,24.0,35.0,0,0.0
1.161,escalate,2.0,10,8.120175334624946e-05,7e-06,0.17922692000865936,23.5,35.0,0,0.0
1.171,escalate,2.0,10,-8.416710443270858e-06,7e-06,0.28554418683052063,23.5,35.0,0,0.0
1.181,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.1594308316707611,23.5,35.0,0,0.0
1.191,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.07297269999980927,24.0,35.0,0,0.0
1.201,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.22605988383293152,23.5,35.0,0,0.0
1.211,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.2990325689315796,23.5,35.0,0,0.0
1.2204,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.13960173726081848,23.5,35.0,0,0.0
1.231,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.22605988383293152,23.5,35.0,0,0.0
1.2489,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.13960173726081848,24.0,35.0,0,0.0
1.2501,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.2522326409816742,23.5,35.0,0,0.0
1.261,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.2990325689315796,23.5,35.0,0,0.0
1.271,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.2657180726528168,24.0,35.0,0,0.0
1.281,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.2657180726528168,24.0,35.0,0,0.0
1.2901,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.21257445216178894,23.5,35.0,0,0.0
1.3011,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.19908902049064636,23.5,35.0,0,0.0
1.3101,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.1594308316707611,23.5,35.0,0,0.0
1.3209,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.2657180726528168,23.5,35.0,0,0.0
1.3307,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.17925992608070374,24.0,35.0,0,0.0
1.341,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.27920347452163696,23.5,35.0,0,0.0
1.3509,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.24588897824287415,23.5,35.0,0,0.0
1.3602,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.13960173726081848,23.5,35.0,0,0.0
1.3702,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.21257445216178894,23.5,35.0,0,0.0
1.3811,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.24588897824287415,23.5,35.0,0,0.0
1.3904,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.17925992608070374,23.5,35.0,0,0.0
1.4011,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.11977266520261765,23.5,35.0,0,0.0
1.411,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.15308716893196106,23.5,35.0,0,0.0
1.421,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.3521761894226074,23.5,35.0,0,0.0
1.431,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.3188616633415222,23.5,35.0,0,0.0
1.451,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.21257445216178894,24.0,35.0,0,0.0
1.4524,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.3117198944091797,24.0,35.0,0,0.0
1.4609,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.13960176706314087,23.5,35.0,0,0.0
1.4705,escalate,2.0,10,-1.313024404225871e-05,7e-06,0.11977265775203705,23.5,35.0,0,0.0
1.481,escalate,2.0,10,0.00013715204840991646,9e-06,0.26547080278396606,24.0,35.0,0,0.0
1.491,escalate,2.0,10,-4.192915184830781e-06,9e-06,0.31859564781188965,24.0,35.0,0,0.0
1.501,escalate,2.0,10,-1.3089456842863001e-05,9e-06,0.2794935703277588,24.0,35.0,0,0.0
1.511,escalate,2.0,10,-1.3089456842863001e-05,9e-06,0.26549822092056274,23.5,35.0,0,0.0
1.521,escalate,2.0,10,-1.3089456842863001e-05,9e-06,0.2794935703277588,23.5,35.0,0,0.0
1.531,escalate,2.0,10,-1.3089456842863001e-05,9e-06,0.019552145153284073,23.5,35.0,0,0.0
1.5411,escalate,2.0,10,-1.3089456842863001e-05,9e-06,0.20684176683425903,23.5,35.0,0,0.0
1.551,escalate,2.0,10,0.00013535645848605782,1e-05,0.20751933753490448,24.0,35.0,0,0.0
1.561,escalate,2.0,10,-4.41731208411511e-06,1e-05,0.40515732765197754,23.5,35.0,0,0.0
1.571,escalate,2.0,10,-1.547677311464213e-05,1e-05,0.21221701800823212,23.5,35.0,0,0.0
1.5804,escalate,2.0,10,-1.547677311464213e-05,1e-05,0.36660683155059814,24.0,35.0,0,0.0
1.5907,escalate,2.0,10,-1.547677311464213e-05,1e-05,0.28454697132110596,24.0,35.0,0,0.0
1.601,escalate,2.0,10,-1.547677311464213e-05,1e-05,0.19294127821922302,23.5,35.0,0,0.0
1.611,escalate,2.0,10,0.00019952995353378356,1.1e-05,0.26500773429870605,24.0,35.0,0,0.0
1.621,escalate,2.0,10,2.153003606508719e-06,1.1e-05,0.2990444004535675,23.5,35.0,0,0.0
1.631,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.19303064048290253,24.0,35.0,0,0.0
1.641,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.29904454946517944,23.5,35.0,0,0.0
1.6606,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.29904454946517944,24.0,35.0,0,0.0
1.662,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.1970151960849762,23.5,35.0,0,0.0
1.6709,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.15902085602283478,23.5,35.0,0,0.0
1.681,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.28004738688468933,24.0,35.0,0,0.0
1.691,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.21202781796455383,24.0,35.0,0,0.0
1.701,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.2950599789619446,23.5,35.0,0,0.0
1.7111,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.3140571713447571,23.5,35.0,0,0.0
1.721,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.21202781796455383,23.5,35.0,0,0.0
1.731,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.3330543339252472,23.5,35.0,0,0.0
1.741,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.8900901675224304,23.5,35.0,0,0.0
1.751,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.2610502243041992,23.5,35.0,0,0.0
1.761,escalate,2.0,10,-1.3171092177799437e-05,1.1e-05,0.2460375875234604,23.5,35.0,0,0.0
1.771,escalate,2.0,10,0.0001057285480783321,1.2e-05,0.3519812822341919,23.5,35.0,0,0.0
1.7811,escalate,2.0,10,-7.518818620155798e-06,1.2e-05,0.22735527157783508,23.5,35.0,0,0.0
1.791,escalate,2.0,10,-1.3068950465822127e-05,1.2e-05,0.2118326872587204,23.5,35.0,0,0.0
1.8004,escalate,2.0,10,4.816631189896725e-05,1.3e-05,0.2990051507949829,24.0,35.0,0,0.0
1.8111,escalate,2.0,10,-0.00014027323049958795,1.2e-05,0.38950735330581665,24.0,35.0,0,0.0
1.8211,escalate,2.0,10,4.397742031869711e-06,1.2e-05,0.2460716813802719,23.5,35.0,0,0.0
1.831,escalate,2.0,10,1.3151453458704054e-05,1.2e-05,0.28031113743782043,24.0,35.0,0,0.0
1.841,escalate,2.0,10,1.3151453458704054e-05,1.2e-05,0.333269327878952,23.5,35.0,0,0.0
1.8509,escalate,2.0,10,1.3151453458704054e-05,1.2e-05,0.2460719645023346,23.5,35.0,0,0.0
1.8719,escalate,2.0,10,-9.620413948141504e-06,1.3e-05,0.1931913197040558,23.5,35.0,0,0.0
1.8733,escalate,2.0,10,-1.1375235771993175e-05,1.3e-05,0.2965966463088989,24.0,35.0,0,0.0
1.8807,escalate,2.0,10,-1.308924584009219e-05,1.3e-05,0.1034029945731163,24.0,35.0,0,0.0
1.891,escalate,2.0,10,-1.308924584009219e-05,1.3e-05,0.4048222005367279,23.5,35.0,0,0.0
1.901,escalate,2.0,10,-1.308924584009219e-05,1.3e-05,0.3334742784500122,23.5,35.0,0,0.0
1.911,escalate,2.0,10,-1.308924584009219e-05,1.3e-05,0.2805665135383606,23.5,35.0,0,0.0
1.9202,escalate,2.0,10,-1.308924584009219e-05,1.3e-05,0.2621263861656189,24.0,35.0,0,0.0
1.9301,escalate,2.0,10,3.737218867172487e-05,1.5e-05,0.38653048872947693,24.0,35.0,0,0.0
1.9409,escalate,2.0,10,-1.219137993757613e-05,1.5e-05,0.2659006118774414,23.5,35.0,0,0.0
1.951,escalate,2.0,10,-1.551737659610808e-05,1.5e-05,0.24611817300319672,24.0,35.0,0,0.0
1.9611,escalate,2.0,10,-1.551737659610808e-05,1.5e-05,0.42121952772140503,24.0,35.0,0,0.0
1.9708,escalate,2.0,10,-1.551737659610808e-05,1.5e-05,0.282440185546875,23.5,35.0,0,0.0
1.9811,escalate,2.0,10,-1.551737659610808e-05,1.5e-05,0.26427918672561646,23.5,35.0,0,0.0
1.9904,escalate,2.0,10,-1.551737659610808e-05,1.5e-05,0.2626520097255707,24.0,35.0,0,0.0
2.0011,escalate,2.0,10,-1.551737659610808e-05,1.5e-05,0.4393805265426636,23.5,35.0,0,0.0
2.0111,escalate,2.0,10,4.308555071474984e-05,1.6e-05,0.3517293930053711,23.5,35.0,0,0.0
2.0203,escalate,2.0,10,-9.84483995125629e-06,1.6e-05,0.2469664216041565,23.5,35.0,0,0.0
2.0307,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.26317036151885986,23.5,35.0,0,0.0
2.0411,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.33385348320007324,24.0,35.0,0,0.0
2.051,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.28189197182655334,24.0,35.0,0,0.0
2.0694,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.2989322543144226,23.5,35.0,0,0.0
2.0707,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.33385348320007324,23.5,35.0,0,0.0
2.0811,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.316813200712204,23.5,35.0,0,0.0
2.091,escalate,2.0,10,-1.547658939671237e-05,1.6e-05,0.38665568828582764,23.5,35.0,0,0.0
2.101,escalate,2.0,10,9.952558320946991e-05,1.7e-05,0.24613431096076965,24.0,35.0,0,0.0
2.111,escalate,2.0,10,-7.335048849199666e-06,1.7e-05,0.45712029933929443,23.5,35.0,0,0.0
2.1202,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.43952175974845886,23.5,35.0,0,0.0
2.131,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.3340281844139099,23.5,35.0,0,0.0
2.141,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.31642842292785645,24.0,35.0,0,0.0
2.151,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.4219744801521301,23.5,35.0,0,0.0
2.1608,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.22853456437587738,23.5,35.0,0,0.0
2.1712,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.31642842292785645,23.5,35.0,0,0.0
2.181,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.31642842292785645,23.5,35.0,0,0.0
2.1908,escalate,2.0,10,-1.3170851161703467e-05,1.7e-05,0.2988811135292053,24.0,35.0,0,0.0
2.201,escalate,2.0,10,0.00018516505951993167,1.8e-05,0.42229533195495605,23.5,35.0,0,0.0
2.211,escalate,2.0,10,-1.5196187632682268e-06,1.8e-05,0.4568879306316376,23.5,35.0,0,0.0
2.221,escalate,2.0,10,4.306523987906985e-05,2e-05,0.21051453053951263,24.0,35.0,0,0.0
2.2305,escalate,2.0,10,-1.0660948646545876e-05,2e-05,0.2987514138221741,23.5,35.0,0,0.0
2.2413,escalate,2.0,10,0.0002151604276150465,2.1e-05,0.2293258160352707,23.5,35.0,0,0.0
2.2505,escalate,2.0,10,9.650584252085537e-05,2.3e-05,0.3710429072380066,23.5,35.0,0,0.0
2.2611,escalate,2.0,10,-9.681433766672853e-06,2.3e-05,0.2984884977340698,24.0,35.0,0,0.0
2.2831,escalate,2.0,10,-1.3803211004415061e-05,2.4e-05,0.4873362183570862,24.0,35.0,0,0.0
2.285,escalate,2.0,10,-1.4986694623075891e-05,2.4e-05,0.5649559497833252,23.5,35.0,0,0.0
2.2904,escalate,2.0,10,-1.5476411135750823e-05,2.4e-05,0.4442865550518036,24.0,35.0,0,0.0
2.3001,escalate,2.0,10,0.00019912229618057609,2.6e-05,0.32943451404571533,23.5,35.0,0,0.0
2.311,escalate,2.0,10,-1.947903001564555e-06,2.6e-05,0.4028948247432709,24.0,35.0,0,0.0
2.3212,escalate,2.0,10,7.112220919225365e-05,2.7e-05,0.26120954751968384,23.5,35.0,0,0.0
2.3309,escalate,2.0,10,-8.375406650884543e-06,2.7e-05,0.35038936138153076,23.5,35.0,0,0.0
2.3409,escalate,2.0,10,-1.3088940249872394e-05,2.7e-05,0.3657272756099701,23.5,35.0,0,0.0
2.3503,escalate,2.0,10,-1.3088940249872394e-05,2.7e-05,0.28280726075172424,23.5,35.0,0,0.0
2.3611,escalate,2.0,10,-1.3088940249872394e-05,2.7e-05,0.4088742733001709,24.0,35.0,0,0.0
2.3711,escalate,2.0,10,-1.3088940249872394e-05,2.7e-05,0.4395475387573242,23.5,35.0,0,0.0
2.381,escalate,2.0,10,-1.3088940249872394e-05,2.7e-05,0.40263745188713074,24.0,35.0,0,0.0
2.3908,escalate,2.0,10,0.00013666295853909105,2.9e-05,0.4394075870513916,23.5,35.0,0,0.0
2.401,escalate,2.0,10,-7.416279913741164e-06,2.9e-05,0.38731369376182556,24.0,35.0,0,0.0
2.4106,escalate,2.0,10,-1.3129652870702557e-05,2.9e-05,0.37254798412323,24.0,35.0,0,0.0
2.421,escalate,2.0,10,-1.3129652870702557e-05,2.9e-05,0.4767591953277588,23.5,35.0,0,0.0
2.431,escalate,2.0,10,-1.3129652870702557e-05,2.9e-05,0.3951222598552704,23.5,35.0,0,0.0
2.441,escalate,2.0,10,-1.3129652870702557e-05,2.9e-05,0.1936568319797516,23.5,35.0,0,0.0
2.4504,escalate,2.0,10,0.0005464959540404379,3.3e-05,0.4494495391845703,23.5,35.0,0,0.0
2.4611,escalate,2.0,10,2.4170425604097545e-05,3.4e-05,0.4526054263114929,23.5,35.0,0,0.0
2.471,escalate,2.0,10,0.00012327726290095598,3.7e-05,0.2837916612625122,23.5,35.0,0,0.0
2.4891,escalate,2.0,10,0.0001798805606085807,3.9e-05,0.3354097008705139,23.5,35.0,102,0.0
