t_s,K,D,phase,theta_d,theta,omega,tau_cmd,tau_meas,q_current_A,fet,fault
-1.0,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.599767804145813,34.0,0
-0.9983,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.599767804145813,34.0,0
-0.9969,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.03243701159954071,34.0,0
-0.9955,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,0.09248486161231995,34.0,0
-0.9936,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.016218507662415504,34.0,0
-0.9922,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.0848899707198143,34.0,0
-0.991,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.10490592569112778,34.0,0
-0.9897,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,0.07246891409158707,34.0,0
-0.9885,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,0.05625040456652641,34.0,0
-0.9874,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,0.08868741244077682,34.0,0
-0.9862,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.0,-0.0848899707198143,34.0,0
-0.985,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.5360130667686462,-0.10490592569112778,34.0,0
-0.9837,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.5360130667686462,0.10490592569112778,34.0,0
-0.9824,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.18513865768909454,-0.03623445704579353,34.0,0
-0.9811,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.28740939497947693,0.05625040456652641,34.0,0
-0.9798,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.4337422549724579,0.0848899707198143,34.0,0
-0.9785,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.4725480377674103,0.09248485416173935,34.0,0
-0.9773,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.2680065333843231,0.05245296284556389,34.0,0
-0.9759,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.7405545711517334,-0.14493781328201294,34.0,0
-0.9745,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.3702772855758667,-0.07246890664100647,34.0,0
-0.9733,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.3508743941783905,-0.06867146492004395,34.0,0
-0.9719,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.18513865768909454,-0.03623445704579353,34.0,0
-0.9706,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.18513865768909454,0.03623445704579353,34.0,0
-0.9692,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.3702773153781891,0.07246891409158707,34.0,0
-0.9676,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.6188809275627136,-0.12112443149089813,34.0,0
-0.9662,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,7.871975959972133e-09,1.5406657061234341e-09,34.0,0
-0.9648,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-3.451832952805489e-08,-6.7557635041737285e-09,34.0,0
-0.963,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.2680065333843231,-0.05245296284556389,34.0,0
-0.9614,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.4531451463699341,0.08868741244077682,34.0,0
-0.96,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.18513865768909454,-0.03623445704579353,34.0,0
-0.9585,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.5360130071640015,-0.10490591824054718,34.0,0
-0.9571,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,3.9359879799860664e-09,7.703328530617171e-10,34.0,0
-0.9556,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,3.9359879799860664e-09,7.703328530617171e-10,34.0,0
-0.9542,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.18513864278793335,-0.036234453320503235,34.0,0
-0.9528,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.45314520597457886,0.08868741989135742,34.0,0
-0.9514,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.18513865768909454,0.03623445704579353,34.0,0
-0.9502,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.26800650358200073,0.05245295912027359,34.0,0
-0.9488,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.3702772855758667,0.07246890664100647,34.0,0
-0.9475,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.7211516499519348,0.14114037156105042,34.0,0
-0.9462,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.45314520597457886,0.08868741989135742,34.0,0
-0.9449,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.10227076709270477,0.03623445704579353,34.0,0
-0.9436,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,0.3508743941783905,0.06867147237062454,34.0,0
-0.9421,3200,80.0,settle,10.58282470703125,10.58282470703125,2.1607399958156748e-06,-0.00017285919966525398,-0.6188809275627136,-0.12112443149089813,34.0,0
