D,K,K_over_bound,bound_2D_T,osc,overshoot_pct,rise_s,ss_err_deg,tail_vel_std
10.0,50,0.0046,10869.565217391304,False,0.0,nan,17.980309119591602,8.018004910278065e-05
14.142135623730951,100,0.0065053823869162366,15371.886547533642,False,0.0,nan,17.346313476562756,6.353485867101337e-05
20.0,200,0.0092,21739.130434782608,False,0.0,nan,9.639404296875256,4.0036368480702305e-05
28.284271247461902,400,0.013010764773832473,30743.773095067285,False,0.0,nan,3.5566954469968874,7.444920321750401e-05
40.0,800,0.0184,43478.260869565216,False,0.0,nan,2.509277343750256,4.3683318598328866e-05
56.568542494923804,1600,0.026021529547664946,61487.54619013457,False,0.0,0.1537,1.4930419921877558,2.704054779462033e-05
80.0,3200,0.0368,86956.52173913043,False,0.0,0.1151,0.7514648437502558,4.2660375720202226e-05
