t_s,K,D,phase,theta_d,theta,omega,tau_cmd,tau_meas,q_current_A,fet,fault
-1.0,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,0.484128475189209,32.0,0
-0.9971,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,-0.006557718850672245,32.0,0
-0.9953,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,-0.18951082229614258,32.0,0
-0.9936,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,-0.031757064163684845,32.0,0
-0.992,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,0.05039868503808975,32.0,0
-0.9906,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,-0.05695640668272972,32.0,0
-0.989,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,0.05039868503808975,32.0,0
-0.9874,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.0,0.07887688279151917,32.0,0
-0.9857,50,10.0,settle,10.534927368164062,10.534912109375,-1.3098512681608554e-05,0.0008939245799410855,0.5652801990509033,0.1106339544057846,32.0,0
-0.9838,50,10.0,settle,10.534927368164062,10.534912109375,-0.00013932342699263245,0.0021561737230513245,0.12928549945354462,0.02530314400792122,32.0,0
-0.9821,50,10.0,settle,10.534927368164062,10.534912109375,-0.00023543064889963716,0.0031172459421213716,0.28830304741859436,0.0564252994954586,32.0,0
-0.9803,50,10.0,settle,10.534927368164062,10.534912109375,-0.00017103267600759864,0.0024732662132009864,0.2743189334869385,0.053688399493694305,32.0,0
-0.9787,50,10.0,settle,10.534927368164062,10.534912109375,-0.0001095117986551486,0.001858057439676486,0.1302262842655182,0.025487270206212997,32.0,0
-0.9773,50,10.0,settle,10.534927368164062,10.534912109375,-7.125255069695413e-05,0.0014754649600945413,-0.013958903960883617,-0.002731970278546214,32.0,0
-0.9758,50,10.0,settle,10.534927368164062,10.534912109375,-4.3012121750507504e-05,0.001193060670630075,-3.40958301592309e-08,-6.673074093299647e-09,32.0,0
-0.9742,50,10.0,settle,10.534927368164062,10.534912109375,-2.3300954126170836e-05,0.0009959489943867084,-0.2602609694004059,-0.05093703791499138,32.0,0
-0.9728,50,10.0,settle,10.534927368164062,10.534912109375,-1.1221235581615474e-05,0.0008751518089411547,-4.212295845462677e-09,-8.244104843235789e-10,32.0,0
-0.9713,50,10.0,settle,10.534927368164062,10.534912109375,-2.9572390758403344e-06,0.0007925118438834033,-7.581788530330869e-09,-1.483871692187222e-09,32.0,0
-0.9699,50,10.0,settle,10.534927368164062,10.534912109375,2.715332129810122e-06,0.0007357861318268988,0.13010098040103912,0.025462744757533073,32.0,0
-0.9686,50,10.0,settle,10.534927368164062,10.534912109375,6.3882207541610114e-06,0.0006990572455833899,0.5486259460449219,0.10737445950508118,32.0,0
-0.967,50,10.0,settle,10.534927368164062,10.534912109375,9.714226507639978e-06,0.0006657971880486002,-0.014125602319836617,-0.0027645956724882126,32.0,0
-0.9656,50,10.0,settle,10.534927368164062,10.534912109375,1.1958765753661282e-05,0.0006433517955883872,4.705508427349514e-09,9.20939768889184e-10,32.0,0
-0.9641,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2743125259876251,-0.053687140345573425,32.0,0
-0.9626,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.1442262828350067,-0.02822728268802166,32.0,0
-0.9609,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.6787112355232239,0.13283413648605347,32.0,0
-0.9595,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.5769052505493164,-0.11290915310382843,32.0,0
-0.9571,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.26017242670059204,0.05091971158981323,32.0,0
-0.9475,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.39025864005088806,-0.07637956738471985,32.0,0
-0.9447,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-3.501047984855177e-08,-6.852084677433368e-09,32.0,0
-0.9431,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.27431249618530273,-0.05368713662028313,32.0,0
-0.9415,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.5486250519752502,-0.10737428069114685,32.0,0
-0.9401,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.5627650618553162,0.11014170944690704,32.0,0
-0.9382,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.40439873933792114,0.07914699614048004,32.0,0
-0.9355,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.9530237913131714,-0.1865212768316269,32.0,0
-0.9339,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-2.2908187347070452e-08,-4.483481585992877e-09,32.0,0
-0.9325,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.2743125259876251,0.053687140345573425,32.0,0
-0.931,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.6928513646125793,0.13560158014297485,32.0,0
-0.9295,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.26017242670059204,-0.050919707864522934,32.0,0
-0.9281,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.41853877902030945,0.08191442489624023,32.0,0
-0.9264,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.014140091836452484,0.0027674315497279167,32.0,0
-0.9245,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-3.501047984855177e-08,-6.852084677433368e-09,32.0,0
-0.9231,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.1442262828350067,-0.02822728455066681,32.0,0
-0.9217,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.5486250519752502,-0.10737428069114685,32.0,0
-0.9201,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-1.1454093673535226e-08,-2.2417407929964384e-09,32.0,0
-0.9188,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.5344849824905396,-0.10460685193538666,32.0,0
-0.9176,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.1583663672208786,-0.030994711443781853,32.0,0
-0.9163,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.26017242670059204,0.050919707864522934,32.0,0
-0.9149,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.41853877902030945,0.08191442489624023,32.0,0
-0.9134,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.5486250519752502,0.10737428069114685,32.0,0
-0.912,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.39025869965553284,-0.07637957483530045,32.0,0
-0.9106,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2743125259876251,-0.053687140345573425,32.0,0
-0.9093,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,1.1454093673535226e-08,2.2417407929964384e-09,32.0,0
-0.9081,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.13008621335029602,-0.025459855794906616,32.0,0
-0.9069,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.43267887830734253,-0.08468185365200043,32.0,0
-0.9057,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2884525656700134,-0.05645456910133362,32.0,0
-0.9046,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.6787112355232239,-0.13283413648605347,32.0,0
-0.9034,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.13008618354797363,-2.2417407929964384e-09,32.0,0
-0.9021,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2884526252746582,-0.056454576551914215,32.0,0
-0.9008,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.13008621335029602,-0.025459855794906616,32.0,0
-0.8996,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.13008619844913483,0.025459852069616318,32.0,0
-0.8984,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.41853877902030945,0.08191442489624023,32.0,0
-0.8972,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2743125259876251,-0.053687140345573425,32.0,0
-0.8958,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.5486249923706055,0.10737427324056625,32.0,0
-0.8945,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.2884525656700134,0.05645456537604332,32.0,0
-0.8933,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.26017242670059204,-0.050919707864522934,32.0,0
-0.8921,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.014140100218355656,-0.0027674331795424223,32.0,0
-0.8909,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.13008621335029602,0.025459855794906616,32.0,0
-0.8897,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.1442263126373291,0.028227288275957108,32.0,0
-0.8885,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.5486250519752502,0.10737428069114685,32.0,0
-0.8872,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.41853877902030945,-0.08191442489624023,32.0,0
-0.8858,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.26017242670059204,-0.050919707864522934,32.0,0
-0.8846,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.2743125259876251,0.053687140345573425,32.0,0
-0.8834,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.1442262828350067,0.02822728455066681,32.0,0
-0.8821,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.6787114143371582,-0.13283416628837585,32.0,0
-0.8809,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.1442263126373291,-0.028227288275957108,32.0,0
-0.8796,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.26017239689826965,0.050919704139232635,32.0,0
-0.8783,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.014140081591904163,0.002767429454252124,32.0,0
-0.8771,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.6787112355232239,0.13283413648605347,32.0,0
-0.8758,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.5486249923706055,-0.10737427324056625,32.0,0
-0.8745,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.9530237913131714,0.1865212768316269,32.0,0
-0.8733,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.6928513050079346,-0.13560156524181366,32.0,0
-0.8721,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.2743125259876251,0.053687140345573425,32.0,0
-0.8708,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.40439870953559875,0.07914698868989944,32.0,0
-0.8696,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.5627651214599609,0.11014171689748764,32.0,0
-0.8683,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.13008621335029602,-0.025459855794906616,32.0,0
-0.8671,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.1442262828350067,0.02822728268802166,32.0,0
-0.866,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.11594615876674652,-0.022692430764436722,32.0,0
-0.8648,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.6787112355232239,-0.13283413648605347,32.0,0
-0.8636,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.2743125259876251,0.053687140345573425,32.0,0
-0.8624,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.41853877902030945,0.08191442489624023,32.0,0
-0.8611,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.40439870953559875,0.07914698868989944,32.0,0
-0.8597,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2743125259876251,-0.053687140345573425,32.0,0
-0.8585,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.40439873933792114,-0.07914699614048004,32.0,0
-0.8571,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.41853877902030945,0.08191442489624023,32.0,0
-0.8558,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.26017242670059204,0.050919707864522934,32.0,0
-0.8546,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.5486249923706055,0.10737427324056625,32.0,0
-0.8533,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.26017242670059204,0.050919707864522934,32.0,0
-0.8521,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.2743125259876251,-0.053687140345573425,32.0,0
-0.8507,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.014140081591904163,0.002767429454252124,32.0,0
-0.8494,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-3.501047984855177e-08,-6.852084677433368e-09,32.0,0
-0.848,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.26017242670059204,-0.050919707864522934,32.0,0
-0.8467,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.40439873933792114,-0.07914699614048004,32.0,0
-0.8453,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.1442262828350067,0.02822728268802166,32.0,0
-0.8441,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.014140109531581402,0.002767434809356928,32.0,0
-0.8429,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.11594608426094055,0.022692417725920677,32.0,0
-0.8416,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.40439873933792114,-0.07914699614048004,32.0,0
-0.8404,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,0.24603232741355896,0.04815227538347244,32.0,0
-0.8391,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-3.501047984855177e-08,-6.852084677433368e-09,32.0,0
-0.8379,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.8229376077651978,-0.16106143593788147,32.0,0
-0.8366,50,10.0,settle,10.534927368164062,10.534912109375,1.3060630408290308e-05,0.0006323331490420969,-0.40439873933792114,-0.07914699614048004,32.0,0
