t_s,kp,kd,dir,setpoint,mode,position_rev_out,velocity_rps_out,torque_Nm_out,q_current_A,d_current_A,bus_voltage_V,power_W,bus_current_A_derived,fet_temp_C,motor_temp_C,fault,orbis_position_rev_out,orbis_velocity_rps_out,encoder_validity
9.761,8000,160,-1,8.212734182373245,10,8.213668823242188,-0.054618239402770996,-6.827024936676025,-1.3361529111862183,0.020628435537219048,23.5,2.7422637939453125,0.1166920763380984,39.0,nan,0,0.6837908029556274,-2.9438977241516113,nan
9.78,8000,160,-1,8.211771399022838,10,8.212661743164062,-0.04826350137591362,-6.513603687286377,-1.2748115062713623,0.1985475718975067,23.5,2.9226181507110596,0.1243667298174919,39.0,nan,0,0.6333675980567932,-2.2432262897491455,nan
9.801,8000,160,-1,8.210732515723068,10,8.211517333984375,-0.0536334328353405,-5.064390659332275,-0.9911784529685974,-0.0841016173362732,23.5,2.2400565147399902,0.095321553818723,39.0,nan,0,0.5763223767280579,-2.572418689727783,nan
9.821,8000,160,-1,8.209735055272906,10,8.210540771484375,-0.04906056448817253,-6.169258117675781,-1.2074178457260132,0.1276955008506775,23.5,1.9572863578796387,0.08328878118636761,39.0,nan,0,0.5275382399559021,-2.6048848628997803,nan
9.841,8000,160,-1,8.208735524023362,10,8.209487915039062,-0.05169225111603737,-6.485226154327393,-1.2692575454711914,-0.06591750681400299,23.5,2.3961596488952637,0.10196424037852186,39.0,nan,0,0.4752426743507385,-2.6955149173736572,nan
9.861,8000,160,-1,8.207761740723075,10,8.208541870117188,-0.04842540994286537,-6.088400840759277,-1.3219534158706665,-0.05957275256514549,23.5,2.3610610961914062,0.10047068494431516,39.0,nan,0,0.42779234051704407,-2.484332799911499,nan
9.881,8000,160,-1,8.206733096973043,10,8.207550048828125,-0.04800115153193474,-6.993902683258057,-1.3688132762908936,-0.044687770307064056,23.5,2.6100003719329834,0.1110638456141695,39.0,nan,0,0.3782915472984314,-2.2529125213623047,nan
9.901,8000,160,-1,8.205758880273065,10,8.206710815429688,-0.04566356912255287,-8.09727668762207,-1.5847605466842651,-0.03533037006855011,23.5,3.8431525230407715,0.1635384052357775,39.0,nan,0,0.3362378478050232,-2.3975844383239746,nan
9.921,8000,160,-1,8.204734069872943,10,8.205825805664062,-0.042544927448034286,-9.819816589355469,-1.9218878746032715,-0.043104156851768494,23.5,4.634920597076416,0.1972306637053794,39.0,nan,0,0.2918749153614044,-2.222749710083008,nan
9.94,8000,160,-1,8.203778594873443,10,8.2049560546875,-0.04583796486258507,-10.243041038513184,-2.047696113586426,-0.32015129923820496,23.5,4.961794853210449,0.2111402065195936,39.0,nan,0,0.24806275963783264,-1.99708890914917,nan
9.961,8000,160,-1,8.202723630273253,10,8.2039794921875,-0.047349657863378525,-9.61545467376709,-1.9096063375473022,0.09231783449649811,23.5,5.103127479553223,0.21715436083205203,39.0,nan,0,0.19938933849334717,-2.504606246948242,nan
9.98,8000,160,-1,8.201768880272725,10,8.2030029296875,-0.04694118723273277,-10.565269470214844,-2.0774002075195312,-0.1207888126373291,23.5,5.09992790222168,0.21701820860517787,39.0,nan,0,0.15072710812091827,-2.465954303741455,nan
10.001,8000,160,-1,8.200736713623341,10,8.201950073242188,-0.05476928502321243,-8.659708023071289,-1.6948368549346924,0.061118900775909424,23.5,4.250805854797363,0.18088535552329205,39.0,nan,0,0.0983123704791069,-2.8203420639038086,nan
10.021,8000,160,-1,8.199735886522834,10,8.20086669921875,-0.056676845997571945,-7.550655364990234,-1.4777783155441284,-0.0037901001051068306,23.5,3.874652862548828,0.16487884521484375,39.0,nan,0,0.04404035210609436,-3.0145678520202637,nan
10.041,8000,160,-1,8.19873636572302,10,8.19976806640625,-0.05199221521615982,-8.026005744934082,-1.5708116292953491,0.183649480342865,23.5,3.4222588539123535,0.14562803633669588,39.0,nan,0,0.9889154434204102,-2.652874708175659,nan
10.061,8000,160,-1,8.197737940723167,10,8.198654174804688,-0.051827143877744675,-6.704363822937012,-1.3791837692260742,-0.06888958811759949,23.5,2.730302333831787,0.1161830780353952,39.0,nan,0,0.9331970810890198,-2.520132303237915,nan
10.081,8000,160,-1,8.196759699023099,10,8.19757080078125,-0.05785052478313446,-4.57161283493042,-0.8947343230247498,-0.0657796561717987,23.5,1.73506760597229,0.07383266408392723,39.0,nan,0,0.8791260719299316,-2.8672568798065186,nan
10.101,8000,160,-1,8.195736774022956,10,8.196624755859375,-0.04674164578318596,-7.723759174346924,-1.6610732078552246,0.11485080420970917,23.5,3.2933356761932373,0.14014194366779734,39.0,nan,0,0.832207202911377,-2.523611068725586,nan
10.121,8000,160,-1,8.194732861522793,10,8.195693969726562,-0.04640302062034607,-8.353715896606445,-1.6349495649337769,-0.03477831929922104,23.5,3.225224018096924,0.13724357523816696,39.0,nan,0,0.7851738929748535,-2.3566925525665283,nan
10.141,8000,160,-1,8.193731676122846,10,8.194656372070312,-0.04885489493608475,-7.580133438110352,-1.4835476875305176,0.03946070373058319,23.5,2.839998483657837,0.1208509993045888,39.0,nan,0,0.7337282299995422,-2.5158276557922363,nan
10.161,8000,160,-1,8.19273232197302,10,8.193649291992188,-0.053908657282590866,-6.091836452484131,-1.192265272140503,0.0969303771853447,23.5,2.7544455528259277,0.11721044905642246,39.0,nan,0,0.6831706762313843,-2.8325562477111816,nan
10.181,8000,160,-1,8.191733551122892,10,8.192626953125,-0.049651164561510086,-6.8862104415893555,-1.3477363586425781,0.06288126111030579,23.5,2.6735548973083496,0.11376829350248296,39.0,nan,0,0.6321296691894531,-2.3138480186462402,nan
