t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,fault
0.1524,-0.121,-0.0022033890709280968,-1.479,0.9629,0
0.1534,-0.121,-0.002358017722144723,-1.404,0.9629,0
0.1544,-0.121,-0.002564924070611596,-1.308,0.9629,0
0.1554,-0.121,-0.002541050547733903,-1.141,0.9629,0
0.1565,-0.126,-0.00268686399795115,-0.971,0.9622,0
0.1575,-0.126,-0.0028130891732871532,-0.777,0.9622,0
0.1585,-0.126,-0.0026793961878865957,-0.53,0.9622,0
0.1595,-0.126,-0.002584452275186777,-0.277,0.9622,0
0.1605,-0.126,-0.0024355780333280563,-0.013,0.9622,0
0.1615,-0.126,-0.0022465467918664217,0.262,0.9622,0
0.1626,-0.126,-0.001827653730288148,0.584,0.9622,0
0.1636,-0.126,-0.0013447300298139453,0.911,0.9622,0
0.1647,-0.126,-0.0009756661020219326,1.183,0.9622,0
0.1657,-0.126,-0.0006786520825698972,1.411,0.9622,0
0.1667,-0.126,-0.00014935832587070763,1.651,0.9622,0
0.1677,-0.126,0.0006579423788934946,1.92,0.9622,0
0.1687,-0.126,0.0011037697549909353,2.08,0.9622,0
0.1697,-0.126,0.0015227850526571274,2.195,0.9622,0
0.1707,-0.121,0.0018996234284713864,2.265,0.9629,0
0.1717,-0.121,0.002270156517624855,2.298,0.9629,0
0.1727,-0.121,0.003045993158593774,2.379,0.9629,0
0.1736,-0.115,0.00366138550452888,2.395,0.9637,0
0.1746,-0.115,0.004161601886153221,2.359,0.9637,0
0.1755,-0.115,0.004528706893324852,2.268,0.9637,0
0.1765,-0.11,0.0047767190262675285,2.137,0.9644,0
0.1775,-0.11,0.0051277861930429935,1.995,0.9644,0
0.1786,-0.104,0.005465263035148382,1.818,0.9652,0
0.1796,-0.104,0.005665740929543972,1.622,0.9652,0
0.1805,-0.104,0.005605137906968594,1.387,0.9652,0
0.1815,-0.099,0.0051847766153514385,1.088,0.966,0
0.1825,-0.099,0.004756763577461243,0.786,0.966,0
0.1834,-0.099,0.004428774584084749,0.522,0.966,0
0.1844,-0.099,0.0038155862130224705,0.207,0.966,0
0.1855,-0.099,0.0030072142835706472,-0.126,0.966,0
0.1864,-0.099,0.002252252073958516,-0.416,0.966,0
0.1874,-0.099,0.001654244726523757,-0.647,0.966,0
0.1884,-0.099,0.0005118543049320579,-0.961,0.966,0
0.1893,-0.099,-0.0006987907108850777,-1.258,0.966,0
0.1904,-0.104,-0.0017230367520824075,-1.479,0.9652,0
0.1913,-0.104,-0.0028375748079270124,-1.678,0.9652,0
0.1924,-0.11,-0.003947185352444649,-1.829,0.9644,0
0.1934,-0.11,-0.005142465699464083,-1.954,0.9644,0
0.1944,-0.115,-0.006229701451957226,-2.019,0.9637,0
0.1954,-0.121,-0.007260620594024658,-2.018,0.9629,0
0.1964,-0.121,-0.008109180256724358,-1.965,0.9629,0
0.1974,-0.126,-0.008626996539533138,-1.837,0.9622,0
0.1984,-0.132,-0.009035971947014332,-1.678,0.9614,0
0.1994,-0.132,-0.009288787841796875,-1.492,0.9614,0
0.2003,-0.137,-0.009623205289244652,-1.316,0.9606,0
0.2013,-0.143,-0.009777283295989037,-1.111,0.9599,0
0.2023,-0.143,-0.009681237861514091,-0.87,0.9599,0
0.2034,-0.148,-0.009700397960841656,-0.634,0.9591,0
0.2045,-0.154,-0.009432032704353333,-0.387,0.9583,0
0.2054,-0.154,-0.00890687108039856,-0.146,0.9583,0
0.2064,-0.159,-0.0082139503210783,0.099,0.9576,0
0.2074,-0.159,-0.0074209729209542274,0.33,0.9576,0
0.2083,-0.159,-0.006207451224327087,0.608,0.9576,0
0.2094,-0.159,-0.00503475870937109,0.862,0.9576,0
0.2104,-0.159,-0.003766234964132309,1.108,0.9576,0
0.2114,-0.159,-0.0026793053839355707,1.291,0.9576,0
0.2123,-0.159,-0.0013598205987364054,1.493,0.9576,0
0.2133,-0.154,-0.00020892122120130807,1.631,0.9583,0
0.2144,-0.154,0.0006452088127844036,1.67,0.9583,0
0.2154,-0.154,0.0013974773464724422,1.653,0.9583,0
0.2164,-0.154,0.001962367445230484,1.58,0.9583,0
0.2175,-0.148,0.0025614153128117323,1.486,0.9591,0
0.2185,-0.148,0.0026875180192291737,1.276,0.9591,0
0.2195,-0.148,0.00285328715108335,1.077,0.9591,0
0.2205,-0.148,0.0026165086310356855,0.807,0.9591,0
0.2214,-0.148,0.0024021342396736145,0.539,0.9591,0
0.2224,-0.148,0.0021603968925774097,0.271,0.9591,0
0.2234,-0.148,0.001813186681829393,-0.004,0.9591,0
0.2243,-0.148,0.0014088936150074005,-0.273,0.9591,0
0.2253,-0.148,0.0009908576030284166,-0.523,0.9591,0
0.2263,-0.148,0.0005576099501922727,-0.759,0.9591,0
0.2273,-0.148,0.00011184377945028245,-0.966,0.9591,0
0.2283,-0.148,-0.000240018853219226,-1.12,0.9591,0
0.2293,-0.148,-0.0007839121972210705,-1.278,0.9591,0
0.2303,-0.148,-0.0014424609253183007,-1.422,0.9591,0
0.2313,-0.154,-0.0020091873593628407,-1.509,0.9583,0
0.2323,-0.154,-0.002316853031516075,-1.506,0.9583,0
0.2333,-0.154,-0.002696935087442398,-1.483,0.9583,0
0.2343,-0.154,-0.002922817599028349,-1.394,0.9583,0
0.2353,-0.159,-0.003034840803593397,-1.259,0.9576,0
0.2363,-0.159,-0.003211935283616185,-1.103,0.9576,0
0.2373,-0.159,-0.003384561277925968,-0.927,0.9576,0
0.2383,-0.159,-0.0034386750776320696,-0.722,0.9576,0
0.2393,-0.159,-0.003290902590379119,-0.468,0.9576,0
0.2403,-0.165,-0.0027696278411895037,-0.127,0.9568,0
0.2413,-0.165,-0.002413479844108224,0.18,0.9568,0
0.2423,-0.165,-0.0019730394706130028,0.492,0.9568,0
0.2433,-0.165,-0.0015001551946625113,0.817,0.9568,0
0.2443,-0.165,-0.0010936890030279756,1.087,0.9568,0
0.2453,-0.165,-0.0007904308731667697,1.322,0.9568,0
0.2463,-0.159,-0.00026958485250361264,1.575,0.9576,0
0.2473,-0.159,0.0004165105929132551,1.832,0.9576,0
0.2483,-0.159,0.0012572957202792168,2.082,0.9576,0
0.2493,-0.159,0.0018946334021165967,2.257,0.9576,0
0.2503,-0.154,0.0024273856543004513,2.373,0.9583,0
0.2514,-0.154,0.0026912218891084194,2.395,0.9583,0
0.2524,-0.154,0.0031338052358478308,2.414,0.9583,0
0.2534,-0.154,0.0035586359445005655,2.392,0.9583,0
0.2544,-0.148,0.00401444174349308,2.341,0.9591,0
0.2554,-0.148,0.004555947612971067,2.282,0.9591,0
0.2564,-0.143,0.0050626834854483604,2.194,0.9599,0
0.2575,-0.143,0.005551239009946585,2.063,0.9599,0
0.2585,-0.137,0.005731332581490278,1.868,0.9606,0
0.2595,-0.137,0.005770389456301928,1.645,0.9606,0
0.2605,-0.137,0.00575649319216609,1.411,0.9606,0
0.2615,-0.132,0.005632533226162195,1.143,0.9614,0
0.2626,-0.132,0.005437747109681368,0.877,0.9614,0
0.2636,-0.132,0.004918952006846666,0.56,0.9614,0
0.2646,-0.132,0.004289786331355572,0.251,0.9614,0
0.2656,-0.132,0.00338729633949697,-0.083,0.9614,0
0.2666,-0.132,0.002606012159958482,-0.369,0.9614,0
0.2676,-0.132,0.0019144074758514762,-0.618,0.9614,0
0.2685,-0.132,0.0009644149686209857,-0.881,0.9614,0
0.2695,-0.132,-0.00012049484939780086,-1.143,0.9614,0
0.2706,-0.132,-0.0015519416192546487,-1.438,0.9614,0
0.2716,-0.137,-0.0028640807140618563,-1.664,0.9606,0
0.2726,-0.137,-0.003967660944908857,-1.81,0.9606,0
0.2736,-0.143,-0.005109592340886593,-1.918,0.9599,0
0.2746,-0.148,-0.006305912975221872,-1.993,0.9591,0
0.2756,-0.148,-0.007162920199334621,-1.971,0.9591,0
0.2765,-0.154,-0.008030456490814686,-1.923,0.9583,0
0.2776,-0.159,-0.008555556647479534,-1.776,0.9576,0
0.2788,-0.165,-0.009158461354672909,-1.596,0.9568,0
0.2799,-0.165,-0.009482286870479584,-1.391,0.9568,0
0.2809,-0.17,-0.009672358632087708,-1.173,0.9561,0
0.2822,-0.176,-0.009624487720429897,-0.87,0.9553,0
0.2834,-0.181,-0.009511362761259079,-0.597,0.9545,0
0.2844,-0.181,-0.009245812892913818,-0.36,0.9545,0
0.2854,-0.187,-0.008891746401786804,-0.144,0.9538,0
0.2863,-0.187,-0.00823038350790739,0.091,0.9538,0
0.2873,-0.187,-0.007260741200298071,0.354,0.9538,0
0.2883,-0.187,-0.006225966848433018,0.607,0.9538,0
0.2893,-0.187,-0.0048735481686890125,0.895,0.9538,0
0.2903,-0.187,-0.0036363976541906595,1.137,0.9538,0
0.2913,-0.187,-0.00262010982260108,1.308,0.9538,0
0.2923,-0.187,-0.0017060507088899612,1.422,0.9538,0
0.2934,-0.187,-0.00034506223164498806,1.59,0.9538,0
0.2944,-0.187,0.0005920138792134821,1.647,0.9538,0
0.2954,-0.181,0.0014623046154156327,1.669,0.9545,0
0.2963,-0.181,0.0021068963687866926,1.62,0.9545,0
0.2973,-0.181,0.0027068625204265118,1.543,0.9545,0
0.2983,-0.181,0.002884508343413472,1.361,0.9545,0
0.2993,-0.176,0.003117246786132455,1.172,0.9553,0
0.3003,-0.176,0.0030841906554996967,0.928,0.9553,0
0.3013,-0.176,0.0029588225297629833,0.666,0.9553,0
0.3023,-0.176,0.002789012622088194,0.411,0.9553,0
0.3034,-0.176,0.0024717976339161396,0.109,0.9553,0
0.3044,-0.176,0.00208289991132915,-0.163,0.9553,0
0.3054,-0.176,0.0016106890980154276,-0.421,0.9553,0
0.3064,-0.176,0.0012255257461220026,-0.637,0.9553,0
0.3073,-0.176,0.0006878148415125906,-0.853,0.9553,0
0.3083,-0.176,9.586778469383717e-05,-1.053,0.9553,0
0.3093,-0.176,-0.0003637328918557614,-1.192,0.9553,0
0.3104,-0.176,-0.0010137729113921523,-1.334,0.9553,0
0.3114,-0.181,-0.0017073367489501834,-1.442,0.9545,0
0.3124,-0.181,-0.0021005196031183004,-1.454,0.9545,0
0.3134,-0.181,-0.0025675275828689337,-1.438,0.9545,0
0.3144,-0.181,-0.0028939249459654093,-1.371,0.9545,0
0.3154,-0.187,-0.0032039170619100332,-1.27,0.9538,0
0.3164,-0.187,-0.0034404206089675426,-1.13,0.9538,0
0.3174,-0.187,-0.0035845814272761345,-0.941,0.9538,0
0.3185,-0.187,-0.003704317379742861,-0.72,0.9538,0
0.3195,-0.192,-0.0037065211217850447,-0.482,0.953,0
0.3206,-0.192,-0.0037344349548220634,-0.25,0.953,0
0.3216,-0.192,-0.003449785988777876,0.038,0.953,0
0.3225,-0.192,-0.0031139925122261047,0.326,0.953,0
0.3235,-0.192,-0.002732746535912156,0.6,0.953,0
0.3245,-0.192,-0.0021782629191875458,0.892,0.953,0
0.3254,-0.192,-0.0016177801880985498,1.166,0.953,0
0.3264,-0.192,-0.0009277668432332575,1.441,0.953,0
0.3273,-0.192,-0.00030340650118887424,1.676,0.953,0
0.3283,-0.192,0.0005670067039318383,1.934,0.953,0
0.3293,-0.187,0.0016623842529952526,2.202,0.9538,0
0.3303,-0.187,0.002617579884827137,2.402,0.9538,0
0.3313,-0.187,0.0035249667707830667,2.552,0.9538,0
0.3324,-0.181,0.004126708023250103,2.598,0.9545,0
0.3335,-0.181,0.004703779239207506,2.591,0.9545,0
0.3345,-0.176,0.005043399054557085,2.516,0.9553,0
0.3355,-0.176,0.00554303452372551,2.446,0.9553,0
0.3365,-0.17,0.006157019175589085,2.363,0.9561,0
0.3375,-0.17,0.006686281878501177,2.245,0.9561,0
0.3384,-0.165,0.006895698141306639,2.071,0.9568,0
0.3394,-0.165,0.007159227039664984,1.892,0.9568,0
0.3404,-0.159,0.007461138069629669,1.72,0.9576,0
0.3413,-0.159,0.007525414228439331,1.507,0.9576,0
0.3423,-0.154,0.007369439583271742,1.267,0.9583,0
0.3433,-0.154,0.006791755557060242,0.956,0.9583,0
0.3443,-0.154,0.005992046091705561,0.618,0.9583,0
0.3454,-0.154,0.0049947346560657024,0.257,0.9583,0
0.3463,-0.154,0.004046150483191013,-0.059,0.9583,0
0.3473,-0.154,0.0031081251800060272,-0.354,0.9583,0
0.3483,-0.154,0.0020399882923811674,-0.649,0.9583,0
0.3493,-0.154,0.00070464878808707,-0.969,0.9583,0
0.3503,-0.154,-0.0004513314343057573,-1.217,0.9583,0
0.3513,-0.159,-0.0017791417194530368,-1.462,0.9576,0
0.3523,-0.159,-0.002516412641853094,-1.545,0.9576,0
0.3535,-0.165,-0.0035981398541480303,-1.631,0.9568,0
0.3545,-0.165,-0.004380373749881983,-1.65,0.9568,0
0.3554,-0.17,-0.005077119916677475,-1.623,0.9561,0
0.3564,-0.17,-0.005530904978513718,-1.526,0.9561,0
0.3573,-0.17,-0.006008564028888941,-1.418,0.9561,0
0.3583,-0.176,-0.006315433885902166,-1.253,0.9553,0
0.3593,-0.176,-0.006556314881891012,-1.069,0.9553,0
0.3603,-0.181,-0.006915706675499678,-0.893,0.9545,0
0.3613,-0.181,-0.007116369903087616,-0.693,0.9545,0
0.3623,-0.187,-0.0069387247785925865,-0.418,0.9538,0
0.3636,-0.187,-0.006639384664595127,-0.114,0.9538,0
0.3645,-0.192,-0.0060007912106812,0.179,0.953,0
0.3655,-0.192,-0.005505686160176992,0.428,0.953,0
0.3665,-0.192,-0.0048686242662370205,0.679,0.953,0
0.3674,-0.192,-0.003954258281737566,0.955,0.953,0
0.3684,-0.192,-0.0030275883618742228,1.208,0.953,0
0.3693,-0.192,-0.002151727443560958,1.423,0.953,0
0.3703,-0.192,-0.0011651591630652547,1.63,0.953,0
0.3713,-0.192,-8.793175220489502e-05,1.822,0.953,0
0.3723,-0.187,0.0008567961631342769,1.948,0.9538,0
0.3737,-0.187,0.0020167555194348097,2.04,0.9538,0
0.3746,-0.181,0.002883923938497901,2.079,0.9545,0
0.3757,-0.181,0.003437367035076022,2.006,0.9545,0
0.3767,-0.181,0.003732912242412567,1.858,0.9545,0
0.3777,-0.176,0.003870523301884532,1.676,0.9553,0
0.3787,-0.176,0.003960264381021261,1.472,0.9553,0
0.3797,-0.176,0.003865075297653675,1.229,0.9553,0
0.3807,-0.176,0.0037535422015935183,0.97,0.9553,0
0.3817,-0.176,0.0035518391523510218,0.69,0.9553,0
0.3827,-0.17,0.0033257119357585907,0.43,0.9561,0
0.3837,-0.17,0.0029839500784873962,0.158,0.9561,0
0.3847,-0.17,0.0024232224095612764,-0.132,0.9561,0
0.3856,-0.17,0.0018554858397692442,-0.402,0.9561,0
0.3866,-0.17,0.0013704810990020633,-0.631,0.9561,0
0.3876,-0.17,0.0007300825091078877,-0.873,0.9561,0
0.3887,-0.176,-6.384434527717531e-07,-1.094,0.9553,0
0.3897,-0.176,-0.0010865889489650726,-1.35,0.9553,0
0.3907,-0.176,-0.0018751579336822033,-1.502,0.9553,0
0.3917,-0.181,-0.0027591914404183626,-1.636,0.9545,0
0.3927,-0.181,-0.0033879282418638468,-1.676,0.9545,0
0.3938,-0.181,-0.004115129821002483,-1.696,0.9545,0
0.3948,-0.187,-0.0045149242505431175,-1.628,0.9538,0
0.3958,-0.187,-0.004872296471148729,-1.524,0.9538,0
0.3968,-0.192,-0.005150701384991407,-1.368,0.953,0
0.3978,-0.192,-0.005454143974930048,-1.202,0.953,0
0.3988,-0.192,-0.005733099300414324,-1.024,0.953,0
0.3998,-0.198,-0.005847816355526447,-0.807,0.9522,0
0.4008,-0.198,-0.005882464349269867,-0.578,0.9522,0
0.4018,-0.203,-0.005740568973124027,-0.324,0.9515,0
0.4029,-0.203,-0.005446615628898144,-0.036,0.9515,0
0.404,-0.203,-0.00487646134570241,0.291,0.9515,0
0.405,-0.203,-0.004058141727000475,0.621,0.9515,0
0.406,-0.203,-0.003252861090004444,0.922,0.9515,0
0.4069,-0.203,-0.0023959765676409006,1.211,0.9515,0
0.4079,-0.203,-0.0015359091339632869,1.477,0.9515,0
0.4089,-0.203,-0.0003820102720055729,1.769,0.9515,0
0.4099,-0.203,0.0006389301270246506,2.0,0.9515,0
0.411,-0.198,0.0014915300998836756,2.157,0.9522,0
0.4119,-0.198,0.0022924644872546196,2.268,0.9522,0
0.4129,-0.198,0.0031456768047064543,2.349,0.9522,0
0.4139,-0.192,0.004019823856651783,2.4,0.953,0
0.4149,-0.192,0.004627748392522335,2.364,0.953,0
0.4159,-0.187,0.005182722117751837,2.289,0.9538,0
0.4169,-0.187,0.005661116912961006,2.179,0.9538,0
0.4179,-0.181,0.006323521491140127,2.082,0.9545,0
0.419,-0.181,0.006804118398576975,1.928,0.9545,0
0.42,-0.176,0.006891044322401285,1.711,0.9553,0
0.421,-0.176,0.0071825492195785046,1.519,0.9553,0
0.422,-0.17,0.007228950038552284,1.301,0.9561,0
0.423,-0.17,0.006838706787675619,1.019,0.9561,0
0.424,-0.165,0.006176790688186884,0.711,0.9568,0
0.4249,-0.165,0.005569232627749443,0.425,0.9568,0
0.426,-0.165,0.004573696292936802,0.079,0.9568,0
0.427,-0.165,0.00348762352950871,-0.258,0.9568,0
0.428,-0.165,0.0025056772865355015,-0.541,0.9568,0
0.429,-0.165,0.0015206091338768601,-0.795,0.9568,0
0.43,-0.17,0.0004061019280925393,-1.043,0.9561,0
0.4311,-0.17,-0.0007410939433611929,-1.259,0.9561,0
0.4321,-0.17,-0.0017153887310996652,-1.399,0.9561,0
0.4331,-0.176,-0.0026551580522209406,-1.494,0.9553,0
0.4342,-0.176,-0.0034579287748783827,-1.512,0.9553,0
0.4353,-0.181,-0.004435773938894272,-1.523,0.9545,0
0.4363,-0.181,-0.005075651686638594,-1.452,0.9545,0
0.4373,-0.187,-0.005740505177527666,-1.364,0.9538,0
0.4383,-0.187,-0.006437312811613083,-1.264,0.9538,0
0.4393,-0.192,-0.006675805430859327,-1.071,0.953,0
0.4404,-0.192,-0.006769648753106594,-0.845,0.953,0
0.4413,-0.198,-0.006869917269796133,-0.642,0.9522,0
0.4423,-0.198,-0.006986469961702824,-0.44,0.9522,0
0.4433,-0.203,-0.00672324700281024,-0.181,0.9515,0
0.4443,-0.203,-0.005920108407735825,0.154,0.9515,0
0.4453,-0.203,-0.004964668769389391,0.498,0.9515,0
0.4463,-0.203,-0.003984620328992605,0.825,0.9515,0
