D,K,K_over_bound,bound_2D_T,osc,overshoot_pct,rise_s,ss_err_deg,tail_vel_std
10.0,50,0.0046,10869.565217391304,False,0.0,nan,17.757494897899768,4.919753464675273e-05
14.142135623730951,100,0.0065053823869162366,15371.886547533642,False,0.0,nan,16.500366210937756,3.9498598506093224e-05
20.0,200,0.0092,21739.130434782608,False,0.0,nan,15.484130859375256,4.644194915664253e-05
28.284271247461902,400,0.013010764773832473,30743.773095067285,False,0.0,nan,11.831176757812756,1.4362144308524215e-05
40.0,800,0.0184,43478.260869565216,False,0.0,nan,5.717285156250256,1.9428589825739097e-05
56.568542494923804,1600,0.026021529547664946,61487.54619013457,False,0.0,nan,15.440185546875256,3.923281103458462e-05
80.0,3200,0.0368,86956.52173913043,False,0.0,nan,15.703857421875256,4.5477361595333454e-05
