t_s,leg,tgt_deg,pos_deg,vel_rps,torque_Nm,iq_A,bus_V,fet_C,fault
0.722,1,160.0,7.8442,0.04710519313812256,7.928975582122803,1.5518214702606201,23.654146194458008,35.0,0
0.727,1,160.0,7.8937,0.032863568514585495,9.163793563842773,1.7934939861297607,23.636198043823242,35.0,0
0.732,1,160.0,7.9706,0.041569650173187256,7.981327056884766,1.5620673894882202,23.61825180053711,35.0,0
0.737,1,160.0,8.075,0.05435786023736,6.647095203399658,1.3009378910064697,23.654146194458008,35.0,0
0.742,1,160.0,8.1848,0.05768616497516632,5.892833232879639,1.1533173322677612,23.636198043823242,36.0,0
0.747,1,160.0,8.2837,0.05636080726981163,6.246367931365967,1.2225093841552734,23.654146194458008,36.0,0
0.752,1,160.0,8.3716,0.04893968626856804,7.398674011230469,1.4480332136154175,23.654146194458008,35.0,0
0.757,1,160.0,8.432,0.03791447728872299,8.569107055664062,1.6771049499511719,23.636198043823242,35.0,0
0.762,1,160.0,8.5144,0.04611683264374733,7.086594581604004,1.3869545459747314,23.636198043823242,36.0,0
0.767,1,160.0,8.6243,0.056495070457458496,6.20366096496582,1.2141510248184204,23.654146194458008,35.0,0
0.772,1,160.0,8.7341,0.059136733412742615,5.550061225891113,1.0862315893173218,23.636198043823242,35.0,0
0.777,1,160.0,8.844,0.059889186173677444,5.476212501525879,1.0717782974243164,23.654146194458008,35.0,0
0.782,1,160.0,8.9374,0.05308792367577553,6.71566104888916,1.3143572807312012,23.67209243774414,35.0,0
0.787,1,160.0,9.0033,0.0410110242664814,6.8141350746154785,1.333630084991455,23.636198043823242,35.0,0
0.792,1,160.0,9.0857,0.045819997787475586,6.733370780944824,1.3178232908248901,23.636198043823242,36.0,0
0.797,1,160.0,9.201,0.0609566904604435,3.7831897735595703,0.7404279112815857,23.654146194458008,35.0,0
0.801,1,160.0,9.3054,0.06186823174357414,5.939591884613037,1.162468671798706,23.636198043823242,35.0,0
0.807,1,160.0,9.4098,0.05385735258460045,4.875362873077393,0.9971780776977539,23.654146194458008,36.0,0
0.812,1,160.0,9.4867,0.044990140944719315,5.622702598571777,1.1004486083984375,23.654146194458008,36.0,0
0.817,1,160.0,9.5636,0.04586833342909813,5.925111293792725,1.1596345901489258,23.636198043823242,35.0,0
0.822,1,160.0,9.679,0.05975025147199631,3.541476011276245,0.6931208372116089,23.654146194458008,35.0,0
0.827,1,160.0,9.7998,0.06456951797008514,2.564708709716797,0.501952588558197,23.67209243774414,36.0,0
0.832,1,160.0,9.9042,0.06011808663606644,4.185583591461182,0.8191825151443481,23.654146194458008,36.0,0
0.837,1,160.0,9.9921,0.05027870461344719,4.886119365692139,0.9562880396842957,23.654146194458008,36.0,0
0.842,1,160.0,10.0745,0.046592168509960175,5.465700626373291,1.069720983505249,23.636198043823242,35.0,0
0.847,1,160.0,10.1733,0.05413205921649933,3.1636099815368652,0.6191667318344116,23.654146194458008,36.0,0
0.852,1,160.0,10.2887,0.060922928154468536,2.344759702682495,0.4589052200317383,23.654146194458008,35.0,0
0.857,1,160.0,10.3986,0.060541924089193344,2.4863457679748535,0.48661574721336365,23.636198043823242,36.0,0
0.862,1,160.0,10.4919,0.05434954911470413,2.8807430267333984,0.563805341720581,23.654146194458008,36.0,0
0.867,1,160.0,10.5688,0.04687552526593208,3.7982237339019775,0.7433702945709229,23.636198043823242,35.0,0
0.872,1,160.0,10.6512,0.04669303819537163,3.840397357940674,0.7516242861747742,23.636198043823242,36.0,0
0.877,1,160.0,10.7501,0.05216342955827713,3.5555503368377686,0.6958754062652588,23.654146194458008,36.0,0
0.882,1,160.0,10.8435,0.052499983459711075,2.6443614959716797,0.5175418853759766,23.654146194458008,36.0,0
0.887,1,160.0,10.9369,0.052545417100191116,2.4212119579315186,0.47386810183525085,23.636198043823242,36.0,0
0.892,1,160.0,11.0248,0.04773760214447975,4.31117057800293,0.8437618017196655,23.654146194458008,36.0,0
0.897,1,160.0,11.1017,0.04569964483380318,4.152546405792236,0.8127166628837585,23.654146194458008,36.0,0
0.902,1,160.0,11.1896,0.04792724922299385,4.149470329284668,0.8121146559715271,23.636198043823242,36.0,0
0.907,1,160.0,11.283,0.05186372622847557,3.830038070678711,0.7495968341827393,23.636198043823242,36.0,0
0.912,1,160.0,11.3873,0.05516602098941803,3.2336339950561523,0.6328714489936829,23.636198043823242,35.0,0
0.917,1,160.0,11.4807,0.05257505178451538,2.7848494052886963,0.5450375080108643,23.654146194458008,36.0,0
0.922,1,160.0,11.5576,0.04436039179563522,3.7721738815307617,0.738271951675415,23.636198043823242,36.0,0
0.927,1,160.0,11.6345,0.04426954686641693,4.196583271026611,0.8213352560997009,23.636198043823242,35.0,0
0.932,1,160.0,11.7224,0.048465702682733536,4.488700866699219,0.878507137298584,23.636198043823242,35.0,0
0.937,1,160.0,11.8158,0.0510757751762867,4.095569610595703,0.801565408706665,23.636198043823242,36.0,0
0.942,1,160.0,11.9092,0.050952013581991196,4.955261707305908,0.9698202013969421,23.654146194458008,36.0,0
0.947,1,160.0,11.9861,0.04444768652319908,4.913396835327148,0.9616266489028931,23.654146194458008,36.0,0
0.952,1,160.0,12.052,0.03841472417116165,6.599021911621094,1.2915291786193848,23.636198043823242,36.0,0
0.957,1,160.0,12.1454,0.04842309281229973,5.393223285675049,1.0555360317230225,23.654146194458008,36.0,0
0.962,1,160.0,12.2443,0.055463533848524094,3.3719592094421387,0.6599438190460205,23.636198043823242,36.0,0
0.967,1,160.0,12.3376,0.05290266498923302,4.033646106719971,0.7894459962844849,23.654146194458008,36.0,0
0.972,1,160.0,12.431,0.050721462815999985,3.067533254623413,0.60036301612854,23.636198043823242,36.0,0
0.977,1,160.0,12.5134,0.046032898128032684,6.656925201416016,1.3028618097305298,23.654146194458008,36.0,0
0.982,1,160.0,12.5848,0.042768292129039764,6.018348217010498,1.177882432937622,23.654146194458008,36.0,0
0.987,1,160.0,12.6782,0.049942176789045334,4.78333854675293,0.9361722469329834,23.636198043823242,36.0,0
0.992,1,160.0,12.7771,0.053986139595508575,3.383975028991699,0.6622955203056335,23.61825180053711,35.0,0
0.997,1,160.0,12.876,0.05362106114625931,5.531924247741699,1.0826818943023682,23.636198043823242,36.0,0
1.002,1,160.0,12.9639,0.04961331561207771,3.156341552734375,0.6177442073822021,23.654146194458008,36.0,0
1.007,1,160.0,13.0408,0.04346892610192299,5.2169342041015625,1.021033525466919,23.654146194458008,36.0,0
1.012,1,160.0,13.1177,0.04410078376531601,5.203926086425781,1.0184876918792725,23.654146194458008,35.0,0
1.017,1,160.0,13.2166,0.05398954823613167,4.273879051208496,0.7612990140914917,23.636198043823242,35.0,0
1.022,1,160.0,13.3209,0.05643005669116974,3.9242212772369385,0.7680299282073975,23.636198043823242,36.0,0
1.027,1,160.0,13.4198,0.05572573468089104,3.101365089416504,0.7364026308059692,23.654146194458008,36.0,0
1.032,1,160.0,13.5077,0.04765225946903229,5.015118598937988,0.9815351963043213,23.654146194458008,36.0,0
1.037,1,160.0,13.5626,0.0372672975063324,5.85577917098999,1.1460652351379395,23.654146194458008,36.0,0
1.042,1,160.0,13.634,0.03871552273631096,7.120830535888672,1.3936550617218018,23.61825180053711,36.0,0
1.052,1,160.0,13.8208,0.056166872382164,3.8886044025421143,0.7610591650009155,23.636198043823242,35.0,0
1.07,1,160.0,14.046,0.05338696762919426,3.4274048805236816,0.6707953810691833,23.654146194458008,36.0,0
1.082,1,160.0,14.1833,0.04435618221759796,5.381998538970947,1.0533391237258911,23.636198043823242,36.0,0
1.084,1,160.0,14.4305,0.05386540666222572,3.5656590461730957,0.6978538036346436,23.654146194458008,36.0,0
1.086,1,160.0,14.4525,0.05303478613495827,4.758382797241211,0.9312881231307983,23.654146194458008,35.0,0
1.098,1,160.0,14.4965,0.049937427043914795,3.5264205932617188,0.6901742815971375,23.654146194458008,36.0,0
1.105,1,160.0,14.6832,0.03840719535946846,7.642421245574951,1.4957382678985596,23.636198043823242,36.0,0
1.109,1,160.0,14.7821,0.05053519457578659,5.710518836975098,1.1176356077194214,23.636198043823242,36.0,0
1.112,1,160.0,14.8535,0.05254965275526047,5.549370288848877,1.0860964059829712,23.636198043823242,36.0,0
1.115,1,160.0,14.9139,0.0507403165102005,6.251420974731445,1.2234983444213867,23.636198043823242,36.0,0
1.12,1,160.0,14.9634,0.05032632127404213,6.519436836242676,1.2759531736373901,23.654146194458008,36.0,0
1.122,1,160.0,15.0403,0.0427548922598362,8.56035041809082,1.6753910779953003,23.636198043823242,36.0,0
1.123,1,160.0,15.0623,0.03964971750974655,7.0758843421936035,1.3848583698272705,23.67209243774414,36.0,0
1.124,1,160.0,15.0732,0.03693221136927605,8.32933235168457,1.63017737865448,23.654146194458008,36.0,0
1.125,1,160.0,15.0842,0.03436431661248207,8.373148918151855,1.638752818107605,23.61825180053711,35.0,0
1.126,1,160.0,15.0952,0.03314920514822006,9.424708366394043,1.8445590734481812,23.636198043823242,35.0,0
1.128,1,160.0,15.1062,0.03332311287522316,8.82282829284668,1.726762056350708,23.636198043823242,36.0,0
1.132,1,160.0,15.1886,0.044909246265888214,7.556046485900879,1.4788334369659424,23.654146194458008,36.0,0
1.137,1,160.0,15.271,0.051099665462970734,6.820371627807617,1.334850788116455,23.636198043823242,36.0,0
1.142,1,160.0,15.3644,0.05077900364995003,6.828185081481934,1.3363800048828125,23.636198043823242,36.0,0
1.147,1,160.0,15.4688,0.05600452795624733,6.360019683837891,1.2447528839111328,23.636198043823242,36.0,0
1.152,1,160.0,15.5676,0.05449430271983147,7.619158744812012,1.4911855459213257,23.636198043823242,36.0,0
1.157,1,160.0,15.6335,0.04048634320497513,8.890719413757324,1.7400492429733276,23.636198043823242,36.0,0
1.162,1,160.0,15.7104,0.04303813725709915,7.909738063812256,1.5480563640594482,23.636198043823242,35.0,0
1.167,1,160.0,15.8148,0.05564648658037186,5.648954391479492,1.1055865287780762,23.636198043823242,36.0,0
1.172,1,160.0,15.9247,0.059124838560819626,4.807803630828857,0.9409604072570801,23.636198043823242,36.0,0
1.177,1,160.0,16.0291,0.057708997279405594,4.843748092651367,0.9479953050613403,23.636198043823242,36.0,0
1.182,1,160.0,16.1279,0.053854670375585556,6.816183090209961,1.3340308666229248,23.636198043823242,36.0,0
1.187,1,160.0,16.1993,0.04404686763882637,6.615164279937744,1.2946884632110596,23.654146194458008,36.0,0
1.192,1,160.0,16.2817,0.04638582095503807,6.624731540679932,1.2965610027313232,23.636198043823242,36.0,0
1.197,1,160.0,16.4026,0.06147239729762077,3.478437662124634,0.6807832717895508,23.636198043823242,36.0,0
1.202,1,160.0,16.5125,0.061501406133174896,3.410504102706909,0.667487621307373,23.654146194458008,36.0,0
1.207,1,160.0,16.6113,0.05565563589334488,3.159768581390381,0.6184148788452148,23.67209243774414,36.0,0
1.212,1,160.0,16.6882,0.045828334987163544,6.108753204345703,1.1955761909484863,23.654146194458008,36.0,0
1.217,1,160.0,16.7651,0.04481198638677597,6.64810848236084,1.3011361360549927,23.636198043823242,36.0,0
1.222,1,160.0,16.875,0.057944267988204956,3.3246564865112305,0.6506859660148621,23.636198043823242,36.0,0
1.227,1,160.0,16.9958,0.06376101821660995,2.8411264419555664,0.5560517311096191,23.67209243774414,36.0,0
1.232,1,160.0,17.1057,0.061723046004772186,2.6822421550750732,0.524955689907074,23.67209243774414,36.0,0
1.237,1,160.0,17.1991,0.05353347957134247,3.8355205059051514,0.7506698369979858,23.636198043823242,36.0,0
1.242,1,160.0,17.2815,0.048173386603593826,4.707079887390137,0.9212473630905151,23.654146194458008,36.0,0
1.247,1,160.0,17.3694,0.050630491226911545,4.413629055023193,0.8638144731521606,23.636198043823242,36.0,0
1.252,1,160.0,17.4738,0.054776567965745926,2.687936305999756,0.5260701179504395,23.654146194458008,36.0,0
1.257,1,160.0,17.5836,0.060864612460136414,2.7736659049987793,0.5428487062454224,23.654146194458008,36.0,0
