t_s,cmd_velocity_rps_out,phase,mode,velocity_rps_out,q_current_A,d_current_A,voltage_q_V,voltage_d_V,bus_voltage_V,fet_temp_C,fault,omega_e_rad_s,vq_corrected_V
0.9021,0.1,dwell,10,0.0004260315326973796,0.04867110401391983,-0.06814032793045044,0.0,0.0,24.0,32.0,0,1.8737845466475624,-0.02293080397330105
0.9217,0.1,dwell,10,0.00045745525858365,-2.729954873270657e-10,0.022713443264365196,0.0,0.0,24.0,32.0,0,2.0119933115973794,-2.1375579620440705e-05
0.9421,0.1,dwell,10,-1.2286709534237161e-05,0.04877229034900665,-0.10697334259748459,0.0,0.0,24.0,32.0,0,-0.05403977097337159,-0.023041026889551567
0.9619,0.1,dwell,10,0.00019743520533666015,0.010241163894534111,0.12468072772026062,0.0,0.0,24.0,32.0,0,0.8683653869039014,-0.00488820961560464
0.9817,0.1,dwell,10,0.0010311397491022944,0.07552391290664673,0.02844218537211418,0.0,0.0,24.0,32.0,0,4.535189484845867,-0.03573518813311308
1.0016,0.1,dwell,10,0.0006139000179246068,0.05151040479540825,-0.1044357419013977,0.0,0.0,24.0,32.0,0,2.7000733008908218,-0.024199815117059473
1.0222,0.1,dwell,10,0.00014209708024282008,0.15556108951568604,0.023903019726276398,0.0,0.0,24.0,32.0,0,0.6249756007423641,-0.07348860162988448
1.0423,0.1,dwell,10,3.1583964300807565e-05,0.07534761726856232,-0.026971010491251945,0.0,0.0,24.0,32.0,0,0.13891353030612308,-0.035589824752247354
1.0621,0.1,dwell,10,0.00018458018894307315,0.20853936672210693,-0.051663588732481,0.0,0.0,24.0,32.0,0,0.8118260718144845,-0.09848707978797289
1.0822,0.1,dwell,10,-1.3123162716510706e-05,-0.037279777228832245,-0.03866627812385559,0.0,0.0,24.0,32.0,0,-0.05771868421487491,0.017608618068520217
1.1023,0.1,dwell,10,-1.3123162716510706e-05,0.05212585628032684,-0.012952089309692383,0.0,0.0,24.0,32.0,0,-0.05771868421487491,-0.024622779779014174
1.1217,0.1,dwell,10,0.0006846440373919904,0.08840671181678772,0.028962668031454086,0.0,0.0,24.0,32.0,0,3.011221749472626,-0.04180103005388467
1.1422,0.1,dwell,10,0.00041311545646749437,0.08760426938533783,-0.010286307893693447,0.0,0.0,24.0,32.0,0,1.8169766763717439,-0.04137244852541494
1.1622,0.1,dwell,10,7.598563388455659e-05,0.05578101426362991,-0.05948242172598839,0.0,0.0,24.0,32.0,0,0.33420227286612125,-0.026339700384936122
1.1818,0.1,dwell,10,0.00015005549357738346,0.019922977313399315,-0.023058569058775902,0.0,0.0,24.0,32.0,0,0.6599785307548975,-0.009403798929711039
1.2017,0.1,dwell,10,0.0001938241475727409,0.08603393286466599,0.03539416939020157,0.0,0.0,24.0,32.0,0,0.8524831253439574,-0.04065353199610797
1.2222,0.1,dwell,10,0.0001819282042561099,0.1693347692489624,-0.05405111238360405,0.0,0.0,24.0,32.0,0,0.8001620339604895,-0.07996758838317244
1.2423,0.1,dwell,10,-0.00017022015526890755,0.1069042980670929,-0.010531279258430004,0.0,0.0,24.0,32.0,0,-0.7486673449999993,-0.05050153667254755
1.2622,0.1,dwell,10,1.309775689151138e-05,0.09785832464694977,0.038453586399555206,0.0,0.0,24.0,32.0,0,0.05760694356042814,-0.04622588367200855
1.2813,0.1,dwell,10,0.0002268598327646032,-0.022419985383749008,0.048807837069034576,0.0,0.0,24.0,32.0,0,0.997781657611041,0.010567637320563266
1.3021,0.1,dwell,10,5.678477100445889e-05,0.08448126912117004,-0.058573804795742035,0.0,0.0,24.0,32.0,0,0.24975246719274147,-0.03989915203988845
1.3223,0.1,dwell,10,-6.49064350000117e-06,-3.62915635043759e-11,6.841884281350019e-10,0.0,0.0,24.0,32.0,0,-0.028547341111343622,1.7152000317096174e-11
1.3422,0.1,dwell,10,-1.3142642274033278e-05,0.0770442858338356,-0.052141811698675156,0.0,0.0,24.0,32.0,0,-0.05780435978360625,-0.03639443387860389
1.3618,0.1,dwell,10,-1.2428409718268085e-05,0.11333523690700531,0.08572715520858765,0.0,0.0,24.0,32.0,0,-0.054663000933401006,-0.05353340727069326
1.3814,0.1,dwell,10,0.00011881605314556509,0.05359543487429619,-0.003520469181239605,0.0,0.0,24.0,32.0,0,0.5225802955668984,-0.025315747067225832
1.4022,0.1,dwell,10,-1.4407741218747105e-05,-0.0896177813410759,-0.13391192257404327,0.0,0.0,24.0,32.0,0,-0.06336855555469426,0.042328334073296836
1.4222,0.1,dwell,10,-1.8995407344846171e-06,0.1669318675994873,0.08217106759548187,0.0,0.0,24.0,32.0,0,-0.008354616503312005,-0.07885245052668781
1.4423,0.1,dwell,10,-1.1428593097662088e-05,0.21444503962993622,-0.09612764418125153,0.0,0.0,24.0,32.0,0,-0.05026557776307512,-0.10129859125693771
1.4621,0.1,dwell,10,9.976174624171108e-06,0.07731330394744873,0.14101573824882507,0.0,0.0,24.0,32.0,0,0.043877507674314815,-0.03652299296587579
1.4822,0.1,dwell,10,1.5505900591961108e-05,-2.2785862086038833e-09,-0.0446377694606781,0.0,0.0,24.0,32.0,0,0.0681985127417981,1.4250055353198337e-06
1.5022,0.1,dwell,10,-9.592543210601434e-05,1.5154837385011888e-09,-1.7396688534176974e-09,0.0,0.0,24.0,32.0,0,-0.4219020859153536,-7.162047883643763e-10
1.5221,0.1,dwell,10,0.0002542436996009201,-0.02963225357234478,-0.04479721933603287,0.0,0.0,24.0,32.0,0,1.118222194442837,0.014020670423727968
1.5421,0.1,dwell,10,7.539453508798033e-05,0.053643759340047836,-0.0026843524537980556,0.0,0.0,24.0,32.0,0,0.33160248457450364,-0.0253390180213092
1.5621,0.1,dwell,10,0.00010118636419065297,0.10731404274702072,0.09534217417240143,0.0,0.0,24.0,32.0,0,0.44504087373874335,-0.05071124485209681
1.5818,0.1,dwell,10,0.0002068839967250824,0.16103798151016235,-0.0055261775851249695,0.0,0.0,24.0,32.0,0,0.9099233419595391,-0.07606635411797952
1.6022,0.1,dwell,10,0.00020476192003116012,0.05652567371726036,0.09134706109762192,0.0,0.0,24.0,32.0,0,0.9005899611867666,-0.026739229655318945
1.6222,0.1,dwell,10,0.0007321069133467972,0.24155649542808533,-0.0005957493558526039,0.0,0.0,24.0,32.0,0,3.2199743808576367,-0.11410193668491042
1.6421,0.1,dwell,10,0.0015522626927122474,0.16013307869434357,0.017920631915330887,0.0,0.0,24.0,32.0,0,6.82720790061283,-0.07569848957118469
1.6624,0.1,dwell,10,0.0009580099140293896,0.15704558789730072,0.03606180101633072,0.0,0.0,24.0,32.0,0,4.213547671173288,-0.07425391240331392
1.6815,0.1,dwell,10,1.4363417903950904e-05,0.05208079144358635,-1.636059066001394e-09,0.0,0.0,24.0,32.0,0,0.06317361143448917,-0.02460114305020132
1.7022,0.1,dwell,10,0.0001896214671432972,0.1546538919210434,0.04523168131709099,0.0,0.0,24.0,32.0,0,0.8339987713964212,-0.07307073055531313
1.7222,0.1,dwell,10,-1.5488894860027358e-05,0.09035906195640564,-0.08931922167539597,0.0,0.0,24.0,32.0,0,-0.0681237176262813,-0.04268530442807397
1.7421,0.1,dwell,10,-1.5488894860027358e-05,0.1035938709974289,0.11935608834028244,0.0,0.0,24.0,32.0,0,-0.0681237176262813,-0.04893031563198371
1.7626,0.1,dwell,10,8.6025676864665e-05,0.16693106293678284,0.045928604900836945,0.0,0.0,24.0,32.0,0,0.3783606882413694,-0.07886051985437224
1.7823,0.1,dwell,10,2.1199239199631847e-05,0.10297372937202454,0.03059198521077633,0.0,0.0,24.0,32.0,0,0.09323912378375865,-0.04864251986227804
1.8017,0.1,dwell,10,4.574657941702753e-05,0.07331033051013947,0.12173600494861603,0.0,0.0,24.0,32.0,0,0.201203964952754,-0.03464069115739565
1.8222,0.1,dwell,10,4.425717270351015e-05,0.10195992887020111,0.033817507326602936,0.0,0.0,24.0,32.0,0,0.1946532120876031,-0.048165380832600205
